Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x16_2fsp_SWIZZLE_RANDOM/system2/run_80/local_log.log,8,2332,4,16,1,0,1714,1,1,24,22,4,4,4,1,0,0,1,14,37,2,6,1,214,6,6,2,1,2,0,0,0,16,0,0,873,15,15,3,0,8,1,4,0,1,6,7,8,9,5,3,2,1,4,0,1,0,1,2,3,4,6,5,7,8,0,0,0,1,3,6,7,0,5,8,2,4,1,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x8_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_145/local_log.log,8,1582,4,8,0,0,5052,1,1,18,12,2,2,2,1,1,1,0,6,25,2,6,1,5,6,6,0,1,2,0,0,0,16,6,0,395,15,15,3,0,8,1,4,0,1,6,7,8,9,5,0,2,3,4,1,1,1,7,5,3,4,0,8,6,1,2,0,0,0,1,8,4,3,6,0,2,7,5,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x8_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_145/local_log.log,8,2906,4,8,0,0,2752,1,1,32,14,5,5,5,0,1,0,0,6,30,2,6,1,87,6,0,1,1,2,0,0,0,16,0,0,838,15,15,3,0,8,1,4,0,1,6,7,8,9,5,0,2,3,4,1,1,1,7,5,3,4,0,8,6,1,2,0,0,0,1,8,4,3,6,0,2,7,5,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x8_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system2/run_135/local_log.log,8,4166,4,8,1,0,960,1,1,44,34,7,7,7,1,1,1,1,24,52,2,6,1,91,4,4,1,1,2,0,0,0,16,6,0,349,15,15,3,0,8,1,4,0,1,6,7,8,9,5,4,1,2,3,0,0,1,1,3,2,0,4,7,5,6,8,0,0,0,3,7,5,0,1,2,8,4,6,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x8_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system2/run_135/local_log.log,8,4098,4,8,1,0,976,1,1,44,34,7,7,7,1,0,1,0,24,52,2,6,1,211,4,4,0,1,2,0,0,0,16,0,0,726,15,15,3,0,8,1,4,0,1,6,7,8,9,5,4,1,2,3,0,0,1,1,3,2,0,4,7,5,6,8,0,0,0,3,7,5,0,1,2,8,4,6,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X16_1to4_SWIZZLE_RANDOM/FreqRanges_SingleRank/run_6/local_log.log,8,4264,4,16,0,0,1876,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,217,4,0,0,1,2,0,0,0,16,6,0,880,15,15,3,0,8,1,4,0,1,6,7,8,9,1,5,4,2,3,0,0,0,6,5,3,8,0,4,7,1,2,0,0,1,0,1,3,4,8,6,5,7,2,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X16_1to4_SWIZZLE_RANDOM/FreqRanges_SingleRank/run_6/local_log.log,8,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,0,24,52,2,6,1,45,6,6,0,1,2,0,0,0,16,0,0,474,15,15,3,0,8,1,4,0,1,6,7,8,9,1,5,4,2,3,0,0,0,6,5,3,8,0,4,7,1,2,0,0,1,0,1,3,4,8,6,5,7,2,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x8_1fsp_SWIZZLE_RANDOM/system1/run_120/local_log.log,8,2624,4,8,1,0,1524,1,1,30,22,4,4,4,1,1,1,1,14,37,2,6,1,234,6,6,1,1,2,0,0,0,16,6,0,852,15,15,3,0,8,1,4,0,1,6,7,8,9,0,5,4,3,2,1,1,0,2,3,6,1,4,8,7,0,5,0,0,1,2,4,1,7,8,5,6,0,3,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x8_1fsp_SWIZZLE_RANDOM/system1/run_120/local_log.log,8,1816,4,8,1,0,2202,1,1,24,10,3,3,3,0,0,1,1,4,24,2,6,1,50,6,4,1,1,2,0,0,0,16,0,0,429,15,15,3,0,8,1,4,0,1,6,7,8,9,0,5,4,3,2,1,1,0,2,3,6,1,4,8,7,0,5,0,0,1,2,4,1,7,8,5,6,0,3,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to2_TSS_REMOVE_SWIZZLE_MUX/FreqRanges_MultiRank/run_65/local_log.log,8,4264,4,8,1,0,938,1,1,44,18,7,7,7,0,1,1,1,8,36,2,6,1,54,4,4,1,2,2,0,0,0,16,6,0,955,15,15,3,0,8,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to2_TSS_REMOVE_SWIZZLE_MUX/FreqRanges_MultiRank/run_65/local_log.log,8,4264,4,8,1,0,938,1,1,44,18,7,7,7,0,1,1,0,8,36,2,6,1,35,4,0,1,2,2,0,0,0,16,0,0,509,15,15,3,0,8,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to4_SWIZZLE_RANDOM_BYTE_SWAP/FreqRanges_SingleRank/run_30/local_log.log,8,4264,4,8,0,0,1876,1,1,40,18,7,7,7,0,1,0,1,8,36,2,6,1,80,4,0,1,1,2,0,0,0,16,6,0,433,15,15,3,0,8,1,4,0,1,6,7,8,9,4,1,5,3,0,2,1,1,4,7,6,0,2,8,3,5,1,0,0,0,6,0,1,5,2,8,3,4,7,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to4_SWIZZLE_RANDOM_BYTE_SWAP/FreqRanges_SingleRank/run_30/local_log.log,8,4264,4,8,0,0,1876,1,1,44,18,7,7,7,0,0,1,0,8,36,2,6,1,28,4,0,2,1,2,0,0,0,16,0,0,762,15,15,3,0,8,1,4,0,1,6,7,8,9,4,1,5,3,0,2,1,1,4,7,6,0,2,8,3,5,1,0,0,0,6,0,1,5,2,8,3,4,7,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to4_TSS_REMOVE_SWIZZLE_MUX/FreqRanges_MultiRank/run_35/local_log.log,8,4264,4,8,0,0,1876,1,1,44,18,7,7,7,0,1,1,1,8,36,2,6,1,45,6,4,0,2,2,0,0,0,16,6,0,494,15,15,3,0,8,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to4_TSS_REMOVE_SWIZZLE_MUX/FreqRanges_MultiRank/run_35/local_log.log,8,4264,4,8,0,0,1876,1,1,40,18,7,7,7,0,0,0,1,8,36,2,6,1,166,4,0,2,2,2,0,0,0,16,0,0,899,15,15,3,0,8,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x8_2fsp_SWIZZLE_RANDOM/system2/run_130/local_log.log,8,3484,4,8,1,0,1148,1,1,36,30,6,6,6,1,1,0,0,20,47,2,6,1,18,4,4,1,1,2,0,0,0,16,6,0,757,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,3,2,4,5,0,0,7,6,3,5,4,0,2,1,8,0,0,1,4,7,5,0,6,1,3,2,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x8_2fsp_SWIZZLE_RANDOM/system2/run_130/local_log.log,8,3424,4,8,1,0,1168,1,1,36,30,6,6,6,1,0,0,1,20,47,2,6,1,101,4,4,1,1,2,0,0,0,16,0,0,161,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,3,2,4,5,0,0,7,6,3,5,4,0,2,1,8,0,0,1,4,7,5,0,6,1,3,2,8,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X16_1to2_SWIZZLE_RANDOM_BYTE_SWAP/FreqRanges_SingleRank/run_45/local_log.log,8,4264,4,16,1,0,938,1,1,36,18,7,7,7,0,1,0,0,8,36,2,6,1,163,6,4,2,1,2,0,0,0,16,6,0,876,15,15,3,0,8,1,4,0,1,6,7,8,9,0,3,2,1,4,5,0,1,3,7,2,1,6,5,8,4,0,0,0,0,2,1,3,8,7,6,0,4,5,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X16_1to2_SWIZZLE_RANDOM_BYTE_SWAP/FreqRanges_SingleRank/run_45/local_log.log,8,4264,4,16,1,0,938,1,1,40,34,7,7,7,1,0,1,0,24,52,2,6,1,217,4,6,0,1,2,0,0,0,16,0,0,678,15,15,3,0,8,1,4,0,1,6,7,8,9,0,3,2,1,4,5,0,1,3,7,2,1,6,5,8,4,0,0,0,0,2,1,3,8,7,6,0,4,5,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x8_1fsp_SWIZZLE_RANDOM/system1/run_140/local_log.log,8,1790,4,8,0,0,4468,1,1,22,18,3,3,3,1,0,0,1,12,32,2,6,1,249,6,4,2,1,2,0,0,0,16,6,0,304,15,15,3,0,8,1,4,0,1,6,7,8,9,1,0,2,4,3,5,0,0,7,6,4,0,8,1,5,2,3,0,0,1,1,3,7,4,5,6,0,2,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x8_1fsp_SWIZZLE_RANDOM/system1/run_140/local_log.log,8,3120,4,8,0,0,2564,1,1,32,26,5,5,5,1,1,0,1,18,42,2,6,1,39,6,6,2,1,2,0,0,0,16,0,0,869,15,15,3,0,8,1,4,0,1,6,7,8,9,1,0,2,4,3,5,0,0,7,6,4,0,8,1,5,2,3,0,0,1,1,3,7,4,5,6,0,2,8,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_95/local_log.log,8,2140,4,16,0,0,3736,1,1,28,22,4,4,4,1,0,1,0,14,37,2,6,1,17,6,6,0,1,2,0,0,0,16,6,0,309,15,15,3,0,8,1,4,0,1,6,7,8,9,2,5,0,1,3,4,1,1,2,4,7,0,3,1,6,5,8,0,0,0,6,7,1,2,3,0,8,5,4,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_95/local_log.log,8,2876,4,16,0,0,2780,1,1,32,26,5,5,5,1,0,1,1,18,42,2,6,1,81,6,6,2,1,2,0,0,0,16,0,0,808,15,15,3,0,8,1,4,0,1,6,7,8,9,2,5,0,1,3,4,1,1,2,4,7,0,3,1,6,5,8,0,0,0,6,7,1,2,3,0,8,5,4,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to4_SWIZZLE_RANDOM/FreqRanges_SingleRank/run_25/local_log.log,8,4264,4,8,0,0,1876,1,1,40,18,7,7,7,0,0,0,0,8,36,2,6,1,61,4,4,0,1,2,0,0,0,16,6,0,255,15,15,3,0,8,1,4,0,1,6,7,8,9,1,4,2,0,3,5,1,0,0,8,4,7,2,5,6,3,1,0,0,1,1,5,6,8,2,7,0,4,3,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X8_1to4_SWIZZLE_RANDOM/FreqRanges_SingleRank/run_25/local_log.log,8,4264,4,8,0,0,1876,1,1,44,18,7,7,7,0,1,1,1,8,36,2,6,1,89,6,6,1,1,2,0,0,0,16,0,0,361,15,15,3,0,8,1,4,0,1,6,7,8,9,1,4,2,0,3,5,1,0,0,8,4,7,2,5,6,3,1,0,0,1,1,5,6,8,2,7,0,4,3,0,0,0,0,0,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM/system2/run_100/local_log.log,8,2062,4,16,0,0,3876,1,1,22,10,3,3,3,0,1,1,1,4,24,2,6,1,249,4,6,0,1,2,0,0,0,16,6,0,928,15,15,3,0,8,1,4,0,1,6,7,8,9,1,5,4,2,0,3,0,0,5,3,2,0,7,1,8,6,4,0,0,1,7,1,5,4,6,2,8,0,3,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM/system2/run_100/local_log.log,8,3400,4,16,0,0,2352,1,1,36,16,6,6,6,0,0,1,1,6,33,2,6,1,147,6,0,0,1,2,0,0,0,16,0,0,309,15,15,3,0,8,1,4,0,1,6,7,8,9,1,5,4,2,0,3,0,0,5,3,2,0,7,1,8,6,4,0,0,1,7,1,5,4,6,2,8,0,3,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x16_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_75/local_log.log,8,2322,4,16,1,0,1722,1,1,24,12,4,4,4,0,0,0,1,4,27,2,6,1,21,4,4,1,1,2,0,0,0,16,6,0,382,15,15,3,0,8,1,4,0,1,6,7,8,9,3,1,2,5,4,0,0,1,1,4,2,3,6,7,8,5,0,0,0,0,5,3,7,2,0,4,1,6,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x16_1fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_75/local_log.log,8,3262,4,16,1,0,1226,1,1,32,30,6,6,6,1,0,0,0,20,47,2,6,1,88,6,6,0,1,2,0,0,0,16,0,0,354,15,15,3,0,8,1,4,0,1,6,7,8,9,3,1,2,5,4,0,0,1,1,4,2,3,6,7,8,5,0,0,0,0,5,3,7,2,0,4,1,6,8,0,0,0,0,2,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X16_1to2_TSS_REMOVE_SWIZZLE_MUX/FreqRanges_MultiRank/run_50/local_log.log,8,4264,4,16,1,0,938,1,1,40,34,7,7,7,1,1,1,1,24,52,2,6,1,23,4,4,2,2,2,0,0,0,16,6,0,584,15,15,3,0,8,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_X16_1to2_TSS_REMOVE_SWIZZLE_MUX/FreqRanges_MultiRank/run_50/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,0,0,1,24,52,2,6,1,194,4,0,2,2,2,0,0,0,16,0,0,886,15,15,3,0,8,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system2/run_115/local_log.log,8,3472,4,16,1,0,1152,1,1,36,16,6,6,6,0,1,1,1,6,33,2,6,1,176,4,0,0,1,2,0,0,0,16,6,0,978,15,15,3,0,8,1,4,0,1,6,7,8,9,2,1,4,0,5,3,0,1,7,2,5,3,6,4,1,0,8,0,0,0,4,1,5,0,8,7,2,6,3,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system2/run_115/local_log.log,8,3616,4,16,1,0,1106,1,1,32,16,6,6,6,0,0,0,1,6,33,2,6,1,235,6,6,0,1,2,0,0,0,16,0,0,675,15,15,3,0,8,1,4,0,1,6,7,8,9,2,1,4,0,5,3,0,1,7,2,5,3,6,4,1,0,8,0,0,0,4,1,5,0,8,7,2,6,3,0,0,0,0,1,0,0,0,0,1,3,1,,,
/server/regressdb/tss_lp54_WW50_GOLD_LP4_CFG8_SIGNOFF_RTL_REGR__20221215_020518__andrei__CONFIG@r9235_VERIF@r9158_PHYTOP@r7271_SOFTIP@r7868_HARDIP@r7644_CSRINIT@r7361_FW@r7227/chain_0/swizzle_tests/ch1_1to2_x16_1fsp_SWIZZLE_RANDOM/system1/run_70/local_log.log,8,4048,4,16,1,0,988,1,1,40,34,7,7,7,1,1,1,1,24,52,2,6,1,211,6,4,1,1,2,0,0,0,16,6,0,496,15,15,3,0,8,1,4,0,1,6,7,8,9,3,5,1,0,4,2,0,0,5,0,4,7,2,6,1,3,8,0,0,1,7,1,6,0,5,8,3,4,2,0,0,0,0,2,0,0,0,0,1,3,1,,,
