Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iPhyMstr_Type3_Disable,MinorMode_iPhyMstr_Type2_Disable,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,csr_WCK_ON,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/FreqRanges_MultiRank/run_1193/local_log.log,8,3418,4,16,1,0,1170,1,1,36,30,6,6,6,1,1,1,1,20,47,2,6,1,125,6,6,1,2,2,0,0,0,16,6,0,555,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/FreqRanges_MultiRank/run_1193/local_log.log,8,3430,4,16,1,0,1166,1,1,32,16,6,6,6,0,0,0,0,6,33,2,6,1,251,6,4,0,2,2,0,0,0,16,0,0,1000,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_2403/local_log.log,8,1102,4,16,1,0,3624,1,1,14,12,2,2,2,1,0,0,1,6,25,2,6,1,13,4,4,2,2,2,0,0,0,16,6,0,699,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_2403/local_log.log,8,1202,4,16,1,0,3324,1,1,14,12,2,2,2,1,1,0,0,6,25,2,6,1,6,6,0,0,2,2,0,0,0,16,0,0,942,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_1373/local_log.log,8,3024,4,16,1,0,1322,1,1,28,26,5,5,5,1,1,0,1,18,42,2,6,1,217,4,6,1,2,2,0,0,0,16,6,0,342,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_1373/local_log.log,8,3124,4,16,1,0,1280,1,1,28,14,5,5,5,0,1,0,0,6,30,2,6,1,118,6,4,0,2,2,0,0,0,16,0,0,361,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_2074/local_log.log,8,1842,4,16,1,0,2170,1,1,20,18,3,3,3,1,0,0,1,12,32,2,6,1,228,4,0,0,4,2,0,0,0,16,6,0,347,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_2074/local_log.log,8,1832,4,16,1,0,2182,1,1,20,10,3,3,3,0,1,0,0,4,24,2,6,1,160,6,0,1,4,2,0,0,0,16,0,0,136,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_963/local_log.log,8,3240,4,16,1,0,1234,1,1,32,16,6,6,6,0,1,0,1,6,33,2,6,1,139,6,0,2,1,2,0,0,0,16,6,0,969,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_963/local_log.log,8,3538,4,16,1,0,1130,1,1,32,16,6,6,6,0,0,0,1,6,33,2,6,1,129,6,4,0,1,2,0,0,0,16,0,0,273,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_1732/local_log.log,8,2594,4,16,1,0,1542,1,1,24,12,4,4,4,0,1,0,0,4,27,2,6,1,190,6,4,2,1,2,0,0,0,16,6,0,391,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_1732/local_log.log,8,2518,4,16,1,0,1588,1,1,24,22,4,4,4,1,0,0,0,14,37,2,6,1,28,6,0,2,1,2,0,0,0,16,0,0,709,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_2684/local_log.log,8,836,4,16,1,0,4774,1,1,10,6,1,1,1,0,1,0,1,0,18,2,6,1,195,0,4,2,1,2,0,0,0,16,6,0,734,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_2684/local_log.log,8,816,4,16,1,0,4890,1,1,10,8,1,1,1,1,1,0,1,0,20,2,6,1,109,0,6,2,1,2,0,0,0,16,0,0,769,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_515/local_log.log,8,3824,4,16,1,0,1046,1,1,36,34,7,7,7,1,1,0,0,24,52,2,6,1,158,4,6,2,2,2,0,0,0,16,6,0,615,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/RL/run_515/local_log.log,8,3936,4,16,1,0,1016,1,1,36,18,7,7,7,0,1,0,1,8,36,2,6,1,216,6,6,2,2,2,0,0,0,16,0,0,668,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_1656/local_log.log,8,3138,4,16,1,0,1274,1,1,28,26,5,5,5,1,1,0,0,18,42,2,6,1,38,6,6,1,4,2,0,0,0,16,6,0,721,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_1656/local_log.log,8,2890,4,16,1,0,1384,1,1,28,14,5,5,5,0,1,0,0,6,30,2,6,1,74,6,4,0,4,2,0,0,0,16,0,0,857,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_378/local_log.log,8,3890,4,16,1,0,1028,1,1,36,18,7,7,7,0,0,0,1,8,36,2,6,1,131,6,6,1,4,2,0,0,0,16,6,0,362,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_378/local_log.log,8,3164,4,16,1,0,1264,1,1,28,26,5,5,5,1,0,0,1,18,42,2,6,1,38,4,0,1,4,2,0,0,0,16,0,0,139,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_855/local_log.log,8,1640,4,16,1,0,2438,1,1,20,18,3,3,3,1,0,0,0,12,32,2,6,1,202,4,4,2,4,2,0,0,0,16,6,0,244,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_855/local_log.log,8,2346,4,16,1,0,1704,1,1,24,22,4,4,4,1,0,0,0,14,37,2,6,1,122,4,0,2,4,2,0,0,0,16,0,0,398,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_2335/local_log.log,8,628,4,16,1,0,6350,1,1,12,8,1,1,1,1,0,1,0,0,20,2,6,1,84,0,6,2,2,2,0,0,0,16,6,0,942,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_2335/local_log.log,8,2902,4,16,1,0,1378,1,1,32,26,5,5,5,1,0,1,0,18,42,2,6,1,124,6,0,1,2,2,0,0,0,16,0,0,143,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_1283/local_log.log,8,650,4,16,1,0,6136,1,1,10,8,1,1,1,1,1,0,1,0,20,2,6,1,3,0,0,2,1,2,0,0,0,16,6,0,559,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_1283/local_log.log,8,2082,4,16,1,0,1920,1,1,20,10,3,3,3,0,1,0,1,4,24,2,6,1,172,4,6,1,1,2,0,0,0,16,0,0,970,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_2628/local_log.log,8,1048,4,16,1,0,3810,1,1,12,8,1,1,1,1,1,1,1,0,20,2,6,1,92,0,6,0,4,2,0,0,0,16,6,0,319,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_2628/local_log.log,8,2746,4,16,1,0,1456,1,1,32,14,5,5,5,0,1,1,1,6,30,2,6,1,126,4,6,0,4,2,0,0,0,16,0,0,494,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_1998/local_log.log,8,4106,4,16,1,0,974,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,161,6,4,0,4,2,0,0,0,16,6,0,239,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/DMI_DBI/run_1998/local_log.log,8,2688,4,16,1,0,1488,1,1,32,26,5,5,5,1,0,1,1,18,42,2,6,1,148,4,4,0,4,2,0,0,0,16,0,0,716,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/FreqRanges_SingleRank/run_1428/local_log.log,8,3168,4,16,1,0,1262,1,1,32,26,5,5,5,1,0,1,1,18,42,2,6,1,217,6,6,0,1,2,0,0,0,16,6,0,330,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/FreqRanges_SingleRank/run_1428/local_log.log,8,2812,4,16,1,0,1422,1,1,28,14,5,5,5,0,1,0,0,6,30,2,6,1,111,4,6,2,1,2,0,0,0,16,0,0,449,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2/FreqRanges_SingleRank/run_2721/local_log.log,8,852,4,16,1,0,4684,1,1,10,8,1,1,1,1,0,0,0,0,20,2,6,1,206,0,0,0,1,2,0,0,0,16,6,0,513,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
