Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iPhyMstr_Type3_Disable,MinorMode_iPhyMstr_Type2_Disable,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,csr_WCK_ON,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_X16_1to2_pipes_case3_PIPE_SH_EN__PIPE_SH_DQS_EN/FreqRanges_MultiRank/run_2209/local_log.log,8,1884,4,16,1,0,2122,1,1,20,10,3,3,3,0,0,0,0,4,24,2,6,1,19,4,6,0,2,2,0,0,0,16,0,0,728,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_X16_1to2_pipes_case3_PIPE_SH_EN__PIPE_SH_DQS_EN/FreqRanges_MultiRank/run_693/local_log.log,8,3912,4,16,1,0,1022,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,143,6,4,2,4,2,0,0,0,16,6,0,640,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_X16_1to2_pipes_case3_PIPE_SH_EN__PIPE_SH_DQS_EN/FreqRanges_MultiRank/run_693/local_log.log,8,3744,4,16,1,0,1068,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,224,6,0,1,4,2,0,0,0,16,0,0,148,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_X16_1to2_pipes_case3_PIPE_SH_EN__PIPE_SH_DQS_EN/FreqRanges_MultiRank/run_1132/local_log.log,8,3466,4,16,1,0,1154,1,1,32,30,6,6,6,1,0,0,0,20,47,2,6,1,248,6,4,2,4,2,0,0,0,16,6,0,609,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_X16_1to2_pipes_case3_PIPE_SH_EN__PIPE_SH_DQS_EN/FreqRanges_MultiRank/run_1132/local_log.log,8,3288,4,16,1,0,1216,1,1,32,16,6,6,6,0,0,0,0,6,33,2,6,1,228,6,4,0,4,2,0,0,0,16,0,0,949,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_1526/local_log.log,8,3034,4,16,0,0,2636,1,1,32,26,5,5,5,1,1,1,0,18,42,2,6,1,54,6,4,1,1,2,0,0,0,16,6,0,204,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_1526/local_log.log,8,3076,4,16,0,0,2600,1,1,28,26,5,5,5,1,1,0,1,18,42,2,6,1,2,6,6,1,1,2,0,0,0,16,0,0,410,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_1526/local_log.log,8,2876,4,16,0,0,2780,1,1,32,26,5,5,5,1,0,1,1,18,42,2,6,1,69,4,0,1,1,2,0,0,0,16,0,0,817,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_1526/local_log.log,8,2932,4,16,0,0,2728,1,1,28,26,5,5,5,1,0,0,0,18,42,2,6,1,189,6,4,0,1,2,0,0,0,16,0,0,790,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_2213/local_log.log,8,1836,4,16,0,0,4356,1,1,22,18,3,3,3,1,0,1,0,12,32,2,6,1,176,4,0,1,1,2,0,0,0,16,6,0,635,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_2213/local_log.log,8,1614,4,16,0,0,4952,1,1,22,10,3,3,3,0,1,1,0,4,24,2,6,1,77,4,0,0,1,2,0,0,0,16,0,0,676,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_2213/local_log.log,8,1612,4,16,0,0,4960,1,1,22,10,3,3,3,0,1,1,1,4,24,2,6,1,234,6,4,0,1,2,0,0,0,16,0,0,374,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_2213/local_log.log,8,1832,4,16,0,0,4364,1,1,22,10,3,3,3,0,1,1,0,4,24,2,6,1,68,4,0,0,1,2,0,0,0,16,0,0,218,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW40_LP4_CFG8_FULL_REGR__20221002_024515__andrei__CONFIG@r8816_VERIF@r8853_PHYTOP@r7203_SOFTIP@r7675_HARDIP@r7440_CSRINIT@r7303_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_1136/local_log.log,8,3628,4,16,0,0,2204,1,1,36,16,6,6,6,0,0,1,0,6,33,2,6,1,106,4,6,0,1,2,0,0,0,16,6,0,209,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
