Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_WCK_ON,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug,tWDQS_off,csr_BL,csr_RPST,csr_DQSIntervalTimerRunTime,tWDQS_on,csr_PDDS,MinorMode_iProductionTestMode
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_X16_1to2/FreqRanges_MultiRank/run_254/local_log.log,8,2368,5,16,0,0,3368,2,1,10,6,2,2,2,0,0,1,1,0,1,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,111,110,6,4,1,4,2,0,0,0,16,0,0,574,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_X16_1to2/FreqRanges_MultiRank/run_215/local_log.log,8,4208,5,16,0,0,1898,2,1,14,10,3,3,3,1,0,1,1,0,4,4,1,3,4,8,11,5,0,0,2,1,1,1,0,0,1,0,0,0,169,207,0,6,2,4,2,0,0,0,16,6,0,506,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_X16_1to2/FreqRanges_MultiRank/run_215/local_log.log,8,3496,5,16,0,0,2284,2,1,14,10,3,3,3,1,0,1,1,0,4,4,1,3,4,8,11,5,0,0,2,1,1,1,0,0,1,0,0,0,104,15,0,6,1,4,2,0,0,0,16,0,0,915,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_X16_1to2/FreqRanges_MultiRank/run_20/local_log.log,8,6160,5,16,0,0,1298,2,1,20,16,5,5,5,1,0,1,1,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,240,5,6,6,2,1,2,0,0,0,16,6,0,277,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_X16_1to2/FreqRanges_MultiRank/run_20/local_log.log,8,5656,5,16,0,0,1414,2,1,20,16,5,5,5,1,0,1,1,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,126,144,0,6,0,1,2,0,0,0,16,0,0,683,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_X16_1to2/FreqRanges_MultiRank/run_164/local_log.log,8,4896,5,16,0,0,1632,2,1,16,14,4,4,4,1,1,1,1,0,7,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,164,44,6,0,2,1,2,0,0,0,16,6,0,427,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_X16_1to2/FreqRanges_MultiRank/run_164/local_log.log,8,5224,5,16,0,0,1530,2,1,16,8,4,4,4,0,0,0,1,0,1,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,27,45,0,0,2,1,2,0,0,0,16,0,0,377,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_ch1_X16_1to2_pipes_case5_all_pipes/FreqRanges_MultiRank/run_29/local_log.log,8,6224,5,16,0,0,1284,2,1,18,10,5,5,5,0,0,0,1,0,3,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,177,79,0,0,1,4,2,0,0,0,16,6,0,652,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_ch1_X16_1to2_pipes_case5_all_pipes/FreqRanges_MultiRank/run_29/local_log.log,8,6104,5,16,0,0,1310,2,1,20,10,5,5,5,0,1,1,1,0,3,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,123,205,0,0,2,4,2,0,0,0,16,0,0,626,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_172/local_log.log,8,432,5,16,0,0,18182,4,1,3,2,0,0,0,0,1,1,0,0,0,0,0,1,2,3,3,5,0,0,2,1,1,1,0,0,0,0,0,0,64,31,4,4,1,2,2,0,0,0,16,6,0,407,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_172/local_log.log,8,512,5,16,0,0,15386,4,1,3,2,0,0,0,1,1,0,0,0,0,0,0,1,2,3,3,5,0,0,2,1,1,1,0,0,0,0,0,0,86,192,0,4,2,2,2,0,0,0,16,0,0,859,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_56/local_log.log,8,8112,5,16,0,0,986,4,1,25,12,13,13,13,0,1,1,1,0,5,10,3,6,2,10,17,5,0,0,0,1,1,1,0,1,0,0,0,0,171,142,0,4,1,2,2,0,0,0,16,6,0,948,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_LP54_CFG8_GOLD_BRANCH_EXTENDED_SANITY__20221013_133134__andrei__CONFIG@r8914_VERIF@r8918_PHYTOP@r7229_SOFTIP@r7735_HARDIP@r7500_CSRINIT@r7324_FW@r7188/chain_0/GEN2_LP5/datapath_tests/LP5X_ch1_X16_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_56/local_log.log,8,7744,5,16,0,0,1032,4,1,23,12,13,13,13,0,1,0,1,0,5,8,3,6,2,10,15,5,0,0,0,1,1,1,0,1,0,0,0,0,123,172,0,6,2,2,2,0,0,0,16,0,0,183,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
