Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_WCK_ON,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug,tWDQS_off,csr_BL,csr_RPST,csr_DQSIntervalTimerRunTime,tWDQS_on,csr_PDDS,MinorMode_iProductionTestMode
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_995/local_log.log,8,2000,5,16,0,0,4000,4,1,6,4,3,3,3,0,0,0,1,0,1,1,1,2,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,236,134,0,0,0,1,2,0,0,0,16,0,0,388,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_995/local_log.log,8,1928,5,16,0,0,4134,4,1,7,4,3,3,3,0,1,1,0,0,1,2,1,2,2,4,5,5,0,0,2,1,1,1,0,0,0,0,0,0,73,187,0,6,1,1,2,0,0,0,16,0,0,173,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_995/local_log.log,8,1608,5,16,0,0,4952,4,1,6,5,3,3,3,1,1,0,0,0,2,1,1,2,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,194,151,0,0,1,1,2,0,0,0,16,0,0,967,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_432/local_log.log,8,5424,5,16,0,0,1474,4,1,15,14,9,9,9,1,0,0,1,0,9,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,154,211,0,6,0,1,2,0,0,0,16,6,0,937,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_432/local_log.log,8,4808,5,16,0,0,1662,4,1,15,14,9,9,9,1,1,0,1,0,9,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,192,12,0,0,2,1,2,0,0,0,16,0,0,978,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_432/local_log.log,8,5368,5,16,0,0,1490,4,1,15,14,9,9,9,1,0,0,0,0,9,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,166,154,0,4,0,1,2,0,0,0,16,0,0,646,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_432/local_log.log,8,4944,5,16,0,0,1616,4,1,16,14,9,9,9,1,0,1,0,0,9,7,2,4,2,6,11,5,0,0,0,1,1,1,0,1,0,0,0,0,200,20,6,4,1,1,2,0,0,0,16,0,0,794,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_768/local_log.log,8,3376,5,16,0,0,2366,4,1,11,6,6,6,6,0,0,1,1,0,2,4,1,3,2,5,8,5,0,0,0,1,1,1,0,1,0,0,0,0,183,237,4,0,2,1,2,0,0,0,16,6,0,693,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_768/local_log.log,8,3424,5,16,0,0,2332,4,1,10,9,6,6,6,1,0,0,0,0,5,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,142,143,4,6,0,1,2,0,0,0,16,0,0,262,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_768/local_log.log,8,3384,5,16,0,0,2360,4,1,10,6,6,6,6,0,1,0,0,0,2,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,3,74,0,4,1,1,2,0,0,0,16,0,0,556,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_768/local_log.log,8,3640,5,16,0,0,2194,4,1,11,6,6,6,6,0,0,1,0,0,2,4,1,3,2,5,8,5,0,0,0,1,1,1,0,1,0,0,0,0,80,252,4,4,0,1,2,0,0,0,16,0,0,333,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_270/local_log.log,8,5856,5,16,0,0,1366,4,1,16,15,10,10,10,1,0,0,1,0,10,6,2,4,2,7,11,5,0,0,0,1,1,1,0,1,0,0,0,0,159,162,4,6,0,1,2,0,0,0,16,6,0,934,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_270/local_log.log,8,5808,5,16,0,0,1376,4,1,16,15,10,10,10,1,1,0,1,0,10,6,2,4,2,7,11,5,0,0,0,1,1,1,0,1,0,0,0,0,143,179,4,4,1,1,2,0,0,0,16,0,0,115,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_270/local_log.log,8,5552,5,16,0,0,1440,4,1,17,15,10,10,10,1,1,1,1,0,10,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,253,32,0,4,1,1,2,0,0,0,16,0,0,311,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_270/local_log.log,8,5576,5,16,0,0,1434,4,1,16,9,10,10,10,0,1,0,1,0,4,6,2,4,2,7,11,5,0,0,0,1,1,1,0,1,0,0,0,0,60,105,6,6,1,1,2,0,0,0,16,0,0,602,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_570/local_log.log,8,4704,5,16,0,0,1698,4,1,13,12,8,8,8,1,0,0,1,0,8,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,67,154,4,0,0,1,2,0,0,0,16,6,0,529,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_570/local_log.log,8,4448,5,16,0,0,1796,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,98,159,0,6,2,1,2,0,0,0,16,0,0,624,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_570/local_log.log,8,4496,5,16,0,0,1778,4,1,13,12,8,8,8,1,1,0,1,0,8,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,7,173,0,0,2,1,2,0,0,0,16,0,0,550,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch2_X16_1to4/FreqRanges/run_570/local_log.log,8,4664,5,16,0,0,1714,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,127,141,0,0,0,1,2,0,0,0,16,0,0,236,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_820/local_log.log,8,4696,5,16,0,0,1702,4,1,13,7,8,8,8,0,1,0,0,0,3,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,166,42,0,0,2,1,2,0,0,0,16,6,0,682,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_820/local_log.log,8,4488,5,16,0,0,1780,4,1,13,7,8,8,8,0,0,0,0,0,3,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,56,76,0,0,1,1,2,0,0,0,16,0,0,350,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_361/local_log.log,8,1536,5,16,0,0,5182,4,1,5,3,2,2,2,0,1,1,0,0,1,1,1,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,10,71,4,0,2,2,2,0,0,0,16,6,0,134,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_361/local_log.log,8,1104,5,16,0,0,7196,4,1,5,3,2,2,2,0,1,0,1,0,1,1,1,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,157,44,4,6,2,2,2,0,0,0,16,0,0,328,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_893/local_log.log,8,5304,5,16,0,0,1508,4,1,15,8,9,9,9,0,1,0,1,0,3,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,159,220,4,0,1,4,2,0,0,0,16,6,0,850,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_893/local_log.log,8,5024,5,16,0,0,1590,4,1,15,8,9,9,9,0,1,0,1,0,3,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,99,109,6,4,1,4,2,0,0,0,16,0,0,714,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_199/local_log.log,8,832,5,16,0,0,9524,4,1,4,2,1,1,1,0,0,0,0,0,0,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,255,26,0,0,1,4,2,0,0,0,16,6,0,623,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_199/local_log.log,8,608,5,16,0,0,12988,4,1,4,2,1,1,1,0,0,1,0,0,0,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,71,218,0,0,0,4,2,0,0,0,16,0,0,262,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_1026/local_log.log,8,424,5,16,0,0,18520,4,1,3,2,0,0,0,1,1,1,0,0,0,0,0,1,2,3,3,5,0,0,2,1,1,1,0,0,0,0,0,0,106,129,0,0,0,2,2,0,0,0,16,6,0,716,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_1026/local_log.log,8,464,5,16,0,0,16950,4,1,3,2,0,0,0,1,0,0,1,0,0,0,0,1,2,3,3,5,0,0,2,1,1,1,0,0,0,0,0,0,137,171,4,6,2,2,2,0,0,0,16,0,0,928,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_504/local_log.log,8,2720,5,16,0,0,2934,4,1,8,4,4,4,4,0,0,1,1,0,1,2,1,2,2,5,6,5,0,0,2,1,1,1,0,0,0,0,0,0,150,239,0,6,2,1,2,0,0,0,16,6,0,120,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP5_CFG8_FULL_REGR_CLKGEN_BRANCH__20220928_111836__andrei__CONFIG@r8789_VERIF@r8840_PHYTOP@r7193_SOFTIP@r7661_HARDIP@r7426_CSRINIT@r7290_FW@r7154/chain_0/datapath_tests/LP5_ch1_X16_1to4/WL/run_504/local_log.log,8,2224,5,16,0,0,3586,4,1,8,4,4,4,4,0,0,1,0,0,1,2,1,2,2,5,6,5,0,0,2,1,1,1,0,0,0,0,0,0,144,73,4,6,1,1,2,0,0,0,16,0,0,240,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,
