Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_WCK_ON,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iTxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iRxDQVrefTrain
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/system_tests/LP5X_x16_2fsp/system2/run_32/local_log.log,3,3632,5,16,0,0,2198,2,1,14,10,3,3,3,1,0,1,0,0,4,4,1,3,4,8,11,5,0,0,2,1,1,1,0,0,1,0,0,0,13,254,4,6,1,1,2,0,0,0,16,0,0,326,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/system_tests/LP5X_1to4_x16_1fsp/system1/run_23/local_log.log,3,3416,5,16,0,0,2338,4,1,10,6,6,6,6,0,1,0,1,0,2,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,11,173,6,4,0,4,2,0,0,0,16,0,0,667,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/system_tests/LP5X_1to4_x16_1fsp/system1/run_23/local_log.log,3,4864,5,16,0,0,1644,4,1,15,14,9,9,9,1,0,0,0,0,9,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,19,72,6,4,1,4,2,0,0,0,16,0,0,968,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/system_tests/LP5_1to2_x16_2fsp/system2/run_40/local_log.log,3,5480,5,16,0,0,1458,2,1,16,8,4,4,4,0,0,1,0,0,1,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,196,134,6,4,0,4,2,0,0,0,16,0,0,239,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/system_tests/LP5_1to2_x16_2fsp/system2/run_40/local_log.log,3,3376,5,16,0,0,2366,2,1,12,8,3,3,3,0,1,0,0,0,2,2,1,3,4,8,9,5,0,0,2,1,1,1,0,0,1,0,0,0,99,191,6,0,1,4,2,0,0,0,16,0,0,645,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/phystate_tests/phystate/cfg_ch_1_phystate_cdn_vip/run_3/local_log.log,3,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,0,1,1,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,11,37,4,0,0,4,2,0,0,0,16,0,0,864,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/phystate_tests/phystate/cfg_ch_1_phystate_cdn_vip/run_3/local_log.log,3,6400,5,16,0,0,1250,2,1,20,16,5,5,5,1,1,1,1,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,191,2,6,6,1,4,2,0,0,0,16,0,0,433,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/pll_calib_tests/pll/cfg_ch_1_pll_calib_cdn_vip/run_10/local_log.log,3,3968,5,16,0,0,2014,2,1,12,8,3,3,3,0,1,0,1,0,2,2,1,3,4,8,9,5,0,0,2,1,1,1,0,0,1,0,0,0,119,85,6,4,2,2,2,0,99,1,16,0,0,980,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/pll_calib_tests/pll/cfg_ch_1_pll_calib_cdn_vip/run_10/local_log.log,3,6120,5,16,0,0,1306,4,1,17,9,11,11,11,0,1,0,0,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,107,217,0,6,0,2,2,0,99,1,16,0,0,480,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/fw_tests/fw/cfg_ch1_system_FW/run_13/local_log.log,3,5328,5,16,0,0,1500,2,1,16,8,4,4,4,0,0,1,0,0,1,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,171,171,4,6,1,1,2,0,0,0,16,0,0,463,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/fw_tests/fw/cfg_ch1_system_FW/run_13/local_log.log,3,2120,5,16,0,0,3760,4,1,6,4,3,3,3,0,1,0,0,0,1,1,1,2,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,195,167,6,0,2,1,2,0,0,0,16,0,0,989,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/dfi_driver_tests/demo_tb/LP5_DFI_DRIVER_rqm1/run_15/local_log.log,3,6400,5,16,0,1,1250,2,1,18,10,5,5,5,0,0,0,1,0,3,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,168,77,6,0,2,1,2,0,0,0,16,0,0,417,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/dfi_driver_tests/demo_tb/LP5_DFI_DRIVER_rqm1/run_15/local_log.log,3,6400,5,16,0,1,1250,4,1,17,9,11,11,11,0,0,0,0,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,177,165,0,4,0,1,2,0,0,0,16,0,0,733,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/impedance_calib_tests/impedance/cfg_ch_1_imp_calib_cdn_vip/run_11/local_log.log,3,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,1,1,0,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,168,19,4,6,2,2,2,0,0,0,16,0,0,706,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/impedance_calib_tests/impedance/cfg_ch_1_imp_calib_cdn_vip/run_11/local_log.log,3,6400,5,16,0,0,1250,4,1,18,16,11,11,11,1,0,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,119,224,4,6,0,2,2,0,0,0,16,0,0,281,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/dll_calib_tests/dll/cfg_ch_1_dll_calib_drift_cdn_vip/run_9/local_log.log,3,2992,5,16,0,0,2668,2,1,10,6,2,2,2,0,1,1,1,0,1,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,48,64,6,0,2,4,2,0,0,0,16,99,1,13733,15,15,3,0,8,0,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/dll_calib_tests/dll/cfg_ch_1_dll_calib_drift_cdn_vip/run_9/local_log.log,3,1568,5,16,0,0,5078,4,1,5,3,2,2,2,0,1,0,1,0,1,1,1,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,173,83,0,6,0,4,2,0,0,0,16,99,1,21390,15,15,3,0,8,0,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/demo_tb_tests/demo_tb/demo_lp5_default/run_14/local_log.log,3,3200,5,16,0,0,2494,4,1,11,6,6,6,6,0,0,1,0,0,2,4,1,3,2,5,8,5,0,0,0,1,1,1,0,1,0,0,0,0,69,252,0,6,1,4,2,0,0,0,16,0,0,870,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/demo_tb_tests/demo_tb/demo_lp5_default/run_14/local_log.log,3,3200,5,16,0,0,2494,4,1,11,9,6,6,6,1,0,1,1,0,5,4,1,3,2,5,8,5,0,0,0,1,1,1,0,1,0,0,0,0,162,37,6,0,1,4,2,0,0,0,16,0,0,335,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_Stress/run_37/local_log.log,3,6128,5,16,0,0,1304,2,1,20,16,5,5,5,1,0,1,1,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,219,90,4,4,2,1,2,0,0,0,16,0,0,986,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5_1to2_x16_1fsp_retrain/Retrain_FT_Stress/run_37/local_log.log,3,6248,5,16,0,0,1280,2,1,18,16,5,5,5,1,1,0,1,0,9,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,201,182,4,0,2,1,2,0,0,0,16,0,0,979,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5_1to4_x16_1fsp_retrain/Retrain_FT_Stress/run_45/local_log.log,3,6168,5,16,0,0,1296,4,1,18,16,11,11,11,1,0,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,214,123,0,0,1,4,2,0,0,0,16,0,0,861,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5_1to4_x16_1fsp_retrain/Retrain_FT_Stress/run_45/local_log.log,3,5296,5,16,0,0,1510,4,1,15,14,9,9,9,1,1,0,1,0,9,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,110,170,4,4,2,4,2,0,0,0,16,0,0,995,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_1to4_x16_2fsp/system2/run_29/local_log.log,3,6400,5,16,0,0,1250,4,1,17,16,11,11,11,1,1,0,1,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,136,127,6,6,2,1,2,0,0,0,16,0,0,475,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_1to4_x16_2fsp/system2/run_29/local_log.log,3,2136,5,16,0,0,3732,4,1,8,4,4,4,4,0,1,0,1,0,1,2,1,2,2,5,6,5,0,0,2,1,1,1,0,0,0,0,0,0,67,136,0,6,2,1,2,0,0,0,16,0,0,941,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_1to2_x16_2fsp/system2/run_19/local_log.log,3,6400,5,16,0,0,1250,2,1,18,10,5,5,5,0,1,0,0,0,3,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,66,137,0,4,2,2,2,0,0,0,16,0,0,872,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_1to2_x16_2fsp/system2/run_19/local_log.log,3,2136,5,16,0,0,3732,2,1,10,6,2,2,2,0,0,0,0,0,1,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,171,145,0,6,1,2,2,0,0,0,16,0,0,787,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_x16_2fsp/system2/run_33/local_log.log,3,6400,5,16,0,0,1250,2,1,20,16,5,5,5,1,1,1,0,0,9,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,199,244,4,4,0,4,2,0,0,0,16,0,0,399,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_x16_2fsp/system2/run_33/local_log.log,3,2136,5,16,0,0,3732,2,1,10,6,2,2,2,0,1,1,0,0,1,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,128,84,0,4,2,4,2,0,0,0,16,0,0,264,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_1to2_x16_1fsp_retrain/Retrain_FT_Stress/run_6/local_log.log,3,6248,5,16,0,0,1280,2,1,18,16,5,5,5,1,0,0,1,0,9,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,181,216,6,6,2,2,2,0,0,0,16,0,0,560,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5X_1to2_x16_1fsp_retrain/Retrain_FT_Stress/run_6/local_log.log,3,6352,5,16,0,0,1258,2,1,20,10,5,5,5,0,1,1,1,0,3,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,224,117,6,4,2,2,2,0,0,0,16,0,0,563,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5_1to2_x16_2fsp/system2/run_41/local_log.log,3,6400,5,16,0,0,1250,2,1,20,10,5,5,5,0,0,1,0,0,3,7,2,4,4,10,15,5,0,0,2,1,1,1,0,0,1,0,0,0,131,106,4,0,0,1,2,0,0,0,16,0,0,348,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG3_REDUCED_REGR__20220926_080836__andrei__CONFIG@r8761_VERIF@r8824_PHYTOP@r7186_SOFTIP@r7646_HARDIP@r7419_CSRINIT@r7284_FW@r7148/chain_0/retrain_tests/LP5_1to2_x16_2fsp/system2/run_41/local_log.log,3,2136,5,16,0,0,3732,2,1,10,6,2,2,2,0,1,0,1,0,1,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,148,223,0,6,2,1,2,0,0,0,16,0,0,708,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,
