Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_WCK_ON,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_1to2_x16_1fsp_SWIZZLE_RANDOM/system1/run_42/local_log.log,8,2768,5,16,0,0,2882,2,1,10,8,2,2,2,1,0,0,0,0,3,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,229,177,0,0,2,4,2,0,0,0,16,0,0,810,15,15,3,0,8,1,4,0,1,0,1,2,3,3,2,0,5,1,6,4,1,0,2,7,1,5,0,4,3,6,8,0,0,1,3,5,0,8,7,1,4,2,6,0,0,0,0,2,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_x16_2fsp_SWIZZLE_RANDOM/system2/run_77/local_log.log,8,3168,5,16,0,0,2520,2,1,10,8,2,2,2,1,1,0,1,0,3,1,1,2,4,8,8,5,0,0,2,1,1,1,0,0,1,0,0,0,133,74,4,6,1,4,2,0,0,0,16,6,0,882,15,15,3,0,8,1,4,0,1,0,1,2,3,6,1,2,0,3,4,5,1,0,0,1,4,8,7,5,6,2,3,0,0,1,6,7,2,1,4,5,8,0,3,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_x16_2fsp_SWIZZLE_RANDOM/system2/run_77/local_log.log,8,6336,5,16,0,0,1262,2,1,18,16,5,5,5,1,1,0,0,0,9,5,2,4,4,10,13,5,0,0,2,1,1,1,0,0,1,0,0,0,78,120,4,6,2,4,2,0,0,0,16,0,0,635,15,15,3,0,8,1,4,0,1,0,1,2,3,6,1,2,0,3,4,5,1,0,0,1,4,8,7,5,6,2,3,0,0,1,6,7,2,1,4,5,8,0,3,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_73/local_log.log,8,2960,5,16,0,0,2696,4,1,9,5,5,5,5,0,1,0,1,0,2,3,1,2,2,5,7,5,0,0,2,1,1,1,0,0,0,0,0,0,49,51,6,0,2,4,2,0,0,0,16,6,0,159,15,15,3,0,8,1,4,0,1,0,1,2,3,5,4,2,3,0,6,1,0,1,8,1,0,4,5,7,6,2,3,0,0,0,3,6,5,1,0,4,2,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_1to4_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_73/local_log.log,8,3600,5,16,0,0,2218,4,1,11,9,6,6,6,1,0,1,0,0,5,4,1,3,2,5,8,5,0,0,0,1,1,1,0,1,0,0,0,0,43,140,6,4,0,4,2,0,0,0,16,0,0,786,15,15,3,0,8,1,4,0,1,0,1,2,3,5,4,2,3,0,6,1,0,1,8,1,0,4,5,7,6,2,3,0,0,0,3,6,5,1,0,4,2,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_1to2_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_57/local_log.log,8,4672,5,16,0,0,1710,2,1,16,14,4,4,4,1,1,1,1,0,7,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,227,73,0,0,1,1,2,0,0,0,16,6,0,287,15,15,3,0,8,1,4,0,1,0,1,2,3,4,6,1,3,0,2,5,0,1,2,8,5,7,0,6,3,1,4,0,0,0,0,5,3,6,7,4,8,1,2,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_1to2_x16_2fsp_SWIZZLE_RANDOM_BYTE_SWAP/system1/run_57/local_log.log,8,5480,5,16,0,0,1458,2,1,16,8,4,4,4,0,1,1,0,0,1,3,1,4,4,10,12,5,0,0,2,1,1,1,0,0,1,0,0,0,91,88,0,0,0,1,2,0,0,0,16,0,0,863,15,15,3,0,8,1,4,0,1,0,1,2,3,4,6,1,3,0,2,5,0,1,2,8,5,7,0,6,3,1,4,0,0,0,0,5,3,6,7,4,8,1,2,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM/system1/run_61/local_log.log,8,5024,5,16,0,0,1590,4,1,15,8,9,9,9,0,0,0,0,0,3,6,2,4,2,6,10,5,0,0,0,1,1,1,0,1,0,0,0,0,174,85,0,4,1,2,2,0,0,0,16,6,0,574,15,15,3,0,8,1,4,0,1,0,1,2,3,5,4,6,2,3,0,1,0,0,1,2,5,3,0,8,6,7,4,0,0,1,7,0,3,8,4,5,1,6,2,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/swizzle_tests/ch1_1to4_x16_1fsp_SWIZZLE_RANDOM/system1/run_61/local_log.log,8,1416,5,16,0,0,5618,4,1,5,3,2,2,2,0,0,0,0,0,1,1,1,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,7,102,0,6,1,2,2,0,0,0,16,0,0,305,15,15,3,0,8,1,4,0,1,0,1,2,3,5,4,6,2,3,0,1,0,0,1,2,5,3,0,8,6,7,4,0,0,1,7,0,3,8,4,5,1,6,2,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_MultiRank/run_141/local_log.log,8,6072,5,16,0,0,1316,4,1,17,16,11,11,11,1,1,0,0,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,89,68,6,6,1,4,2,0,0,0,16,6,0,745,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_MultiRank/run_141/local_log.log,8,6064,5,16,0,0,1318,4,1,17,16,11,11,11,1,1,0,0,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,252,234,0,0,2,4,2,0,0,0,16,0,0,105,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/system/run_170/local_log.log,8,5040,5,16,0,0,1586,4,1,16,14,9,9,9,1,1,1,0,0,9,7,2,4,2,6,11,5,0,0,0,1,1,1,0,1,0,0,0,0,243,199,0,0,0,2,2,0,0,0,16,6,0,192,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/system/run_170/local_log.log,8,4608,5,16,0,0,1734,4,1,13,7,8,8,8,0,0,0,1,0,3,5,2,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,149,243,4,0,2,2,2,0,0,0,16,0,0,226,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_91/local_log.log,8,6008,5,16,0,0,1330,4,1,18,16,11,11,11,1,0,1,1,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,168,172,0,6,1,1,2,0,0,0,16,6,0,543,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_91/local_log.log,8,6056,5,16,0,0,1320,4,1,18,16,11,11,11,1,1,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,9,85,4,6,1,1,2,0,0,0,16,0,0,336,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/system/run_70/local_log.log,8,1336,5,16,0,0,5954,4,1,5,4,2,2,2,1,1,0,1,0,2,1,1,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,141,252,6,0,0,2,2,0,0,0,16,6,0,677,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,2,2,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/system/run_70/local_log.log,8,3088,5,16,0,0,2584,4,1,10,8,5,5,5,1,1,1,0,0,5,4,1,2,2,5,8,5,0,0,2,1,1,1,0,0,0,0,0,0,66,136,4,6,2,2,2,0,0,0,16,0,0,912,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,2,2,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_cross_CBT_TxDQ/system/run_43/local_log.log,8,544,5,16,0,0,14494,4,1,4,2,1,1,1,0,0,0,1,0,0,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,62,232,4,0,1,4,2,0,0,0,16,6,0,942,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_cross_CBT_TxDQ/system/run_43/local_log.log,8,5728,5,16,0,0,1396,4,1,17,9,10,10,10,0,0,1,1,0,4,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,157,242,4,4,2,4,2,0,0,0,16,0,0,976,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,1,,1,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_119/local_log.log,8,6304,5,16,0,0,1268,4,1,17,16,11,11,11,1,1,0,0,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,222,26,0,4,2,2,2,0,0,0,16,6,0,261,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_MultiRank/run_119/local_log.log,8,6032,5,16,0,0,1326,4,1,17,16,11,11,11,1,1,0,1,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,220,146,6,0,2,2,2,0,0,0,16,0,0,749,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_153/local_log.log,8,744,5,16,0,0,10640,4,1,4,2,1,1,1,0,1,1,1,0,0,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,107,118,0,6,1,2,2,0,0,0,16,6,0,676,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/system/run_153/local_log.log,8,1048,5,16,0,0,7576,4,1,4,2,1,1,1,0,1,1,0,0,0,0,0,1,2,4,4,5,0,0,2,1,1,1,0,0,0,0,0,0,157,240,4,4,1,2,2,0,0,0,16,0,0,596,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_18/local_log.log,8,6336,5,16,0,0,1262,4,1,17,16,11,11,11,1,0,0,0,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,190,67,4,4,2,1,2,0,0,0,16,6,0,439,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_18/local_log.log,8,6224,5,16,0,0,1284,4,1,18,16,11,11,11,1,0,1,0,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,191,104,4,6,1,1,2,0,0,0,16,0,0,217,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,2,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/system/run_172/local_log.log,8,6288,5,16,0,0,1272,4,1,18,9,11,11,11,0,0,1,1,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,123,239,0,0,1,2,2,0,0,0,16,6,0,783,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/system/run_172/local_log.log,8,6312,5,16,0,0,1266,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,123,47,0,4,0,2,2,0,0,0,16,0,0,692,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/DMI_DBI/run_143/local_log.log,8,4032,5,16,0,0,1982,4,1,12,11,7,7,7,1,0,0,1,0,7,4,1,3,2,6,9,5,0,0,0,1,1,1,0,1,0,0,0,0,67,37,6,0,1,4,2,0,0,0,16,6,0,541,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/DMI_DBI/run_143/local_log.log,8,3216,5,16,0,0,2482,4,1,10,9,6,6,6,1,0,0,1,0,5,3,1,3,2,5,7,5,0,0,0,1,1,1,0,1,0,0,0,0,149,166,6,6,0,4,2,0,0,0,16,0,0,320,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_96/local_log.log,8,6128,5,16,0,0,1304,4,1,17,16,11,11,11,1,0,0,1,0,11,7,2,4,2,7,12,5,0,0,0,1,1,1,0,1,0,0,0,0,2,18,6,6,1,1,2,0,0,0,16,6,0,653,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,3,1,,,,
/server/regressdb/tss_lp54_WW38_LP5_CFG8_MIDWEEK1_REGR__20220922_082748__andrei__CONFIG@r8752_VERIF@r8817_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_96/local_log.log,8,6376,5,16,0,0,1254,4,1,18,16,11,11,11,1,0,1,1,0,11,8,2,4,2,7,13,5,0,0,0,1,1,1,0,1,0,0,0,0,123,9,0,0,1,1,2,0,0,0,16,0,0,358,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,3,1,,,,
