Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,csr_WCK_ON,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,MinorMode_iCalibrationMode,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_204/local_log.log,3,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,1,1,1,8,36,2,6,1,101,4,4,1,1,2,0,0,0,16,0,0,948,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_stress_CBT2_TxDQ2_RxDq1/system/run_60/local_log.log,3,2138,4,16,1,0,1870,1,1,28,12,4,4,4,0,1,1,1,4,27,2,6,1,19,4,0,2,4,2,0,0,0,16,0,0,763,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_stress_CBT2_TxDQ2_RxDq1/system/run_60/local_log.log,3,3016,4,16,1,0,1326,1,1,32,14,5,5,5,0,0,1,0,6,30,2,6,1,188,4,0,1,4,2,0,0,0,16,0,0,299,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iTxDQVrefTrain_2/FreqRanges_SingleRank/run_129/local_log.log,3,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,1,0,0,8,36,2,6,1,81,6,0,1,1,2,0,0,0,16,0,0,910,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iTxDQVrefTrain_2/FreqRanges_SingleRank/run_129/local_log.log,3,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,0,0,0,8,36,2,6,1,172,4,6,0,1,2,0,0,0,16,0,0,732,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/system/run_192/local_log.log,3,3824,4,16,0,0,2092,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,93,4,6,2,4,2,0,0,0,16,0,0,973,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/system/run_192/local_log.log,3,3830,4,16,0,0,2088,1,1,40,34,7,7,7,1,1,1,0,24,52,2,6,1,107,6,4,1,4,2,0,0,0,16,0,0,943,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_low_freq/ck_0010_0266_mhz_training/run_158/local_log.log,3,316,4,8,1,0,12580,1,1,6,4,0,0,0,0,1,0,0,0,15,2,6,1,153,0,6,1,4,2,0,0,0,16,0,0,176,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_low_freq/ck_0010_0266_mhz_training/run_158/local_log.log,3,466,4,8,1,0,8548,1,1,6,4,0,0,0,0,0,1,0,0,15,2,6,1,162,0,4,0,4,2,0,0,0,16,0,0,831,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_MinorMode_iCBTVrefTrain_1/system/run_12/local_log.log,3,3316,4,16,1,0,1206,1,1,36,30,6,6,6,1,0,1,0,20,47,2,6,1,234,6,4,1,4,2,0,0,0,16,0,0,146,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_MinorMode_iCBTVrefTrain_1/system/run_12/local_log.log,3,2886,4,16,1,0,1386,1,1,32,14,5,5,5,0,1,1,0,6,30,2,6,1,254,4,0,1,4,2,0,0,0,16,0,0,286,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_cross_CBT_TxDQ/system/run_180/local_log.log,3,3874,4,16,0,0,2064,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,213,6,4,0,4,2,0,0,0,16,0,0,339,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_cross_CBT_TxDQ/system/run_180/local_log.log,3,3030,4,16,0,0,2640,1,1,28,14,5,5,5,0,0,0,0,6,30,2,6,1,30,6,4,2,4,2,0,0,0,16,0,0,591,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_cross_stress_RxDq_TxDq/system/run_142/local_log.log,3,2232,4,8,1,0,1792,1,1,30,12,4,4,4,0,1,1,1,4,27,2,6,1,33,4,4,1,2,2,0,0,0,16,0,0,790,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_cross_stress_RxDq_TxDq/system/run_142/local_log.log,3,2316,4,8,1,0,1726,1,1,26,22,4,4,4,1,1,0,0,14,37,2,6,1,181,6,6,1,2,2,0,0,0,16,0,0,907,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_cross_stress_CBT_TxDQ/system/run_50/local_log.log,3,3648,4,16,1,0,1096,1,1,32,16,6,6,6,0,1,0,1,6,33,2,6,1,99,6,4,0,2,2,0,0,0,16,0,0,633,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_cross_stress_CBT_TxDQ/system/run_50/local_log.log,3,2538,4,16,1,0,1576,1,1,24,12,4,4,4,0,0,0,0,4,27,2,6,1,9,4,4,0,2,2,0,0,0,16,0,0,794,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iClkGatingMode_1/FreqRanges_SingleRank/run_164/local_log.log,3,4264,4,8,1,0,938,1,1,44,34,7,7,7,1,0,1,0,24,52,2,6,1,23,4,4,1,1,2,0,0,0,16,0,0,466,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iClkGatingMode_1/FreqRanges_SingleRank/run_164/local_log.log,3,4264,4,8,1,0,938,1,1,44,18,7,7,7,0,1,1,0,8,36,2,6,1,89,4,0,1,1,2,0,0,0,16,0,0,560,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_MinorMode_iTxDQVrefTrain_2/FreqRanges_SingleRank/run_30/local_log.log,3,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,211,6,6,1,1,2,0,0,0,16,0,0,995,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_MinorMode_iTxDQVrefTrain_2/FreqRanges_SingleRank/run_30/local_log.log,3,4264,4,16,1,0,938,1,1,36,18,7,7,7,0,0,0,1,8,36,2,6,1,88,4,4,0,1,2,0,0,0,16,0,0,751,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_stress_CBT1_TxDQ2_RxDq2/system/run_70/local_log.log,3,3576,4,16,1,0,1118,1,1,32,30,6,6,6,1,0,0,0,20,47,2,6,1,65,4,0,2,1,2,0,0,0,16,0,0,737,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_stress_CBT1_TxDQ2_RxDq2/system/run_70/local_log.log,3,2922,4,16,1,0,1368,1,1,28,26,5,5,5,1,0,0,1,18,42,2,6,1,188,6,6,0,1,2,0,0,0,16,0,0,252,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxEnhancedTrainMode/FreqRanges_SingleRank/run_156/local_log.log,3,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,0,0,1,24,52,2,6,1,117,4,0,1,1,2,0,0,0,16,0,0,134,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxEnhancedTrainMode/FreqRanges_SingleRank/run_156/local_log.log,3,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,0,0,0,24,52,2,6,1,30,6,6,2,1,2,0,0,0,16,0,0,284,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxEnhancedTrainMode/FreqRanges_SingleRank/run_90/local_log.log,3,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,181,4,6,2,1,2,0,0,0,16,0,0,187,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxEnhancedTrainMode/FreqRanges_SingleRank/run_90/local_log.log,3,4264,4,16,1,0,938,1,1,36,18,7,7,7,0,1,0,1,8,36,2,6,1,147,6,4,0,1,2,0,0,0,16,0,0,276,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iTxDQVrefTrain_1/system/run_126/local_log.log,3,2402,4,8,1,0,1664,1,1,26,22,4,4,4,1,0,0,0,14,37,2,6,1,213,6,6,1,2,2,0,0,0,16,0,0,398,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X8_1to2_MinorMode_iTxDQVrefTrain_1/system/run_126/local_log.log,3,3976,4,8,1,0,1006,1,1,44,34,7,7,7,1,1,1,0,24,52,2,6,1,183,6,4,2,2,2,0,0,0,16,0,0,729,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_170/local_log.log,3,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,7,6,0,0,1,2,0,0,0,16,0,0,923,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCBTVrefTrain_2/FreqRanges_SingleRank/run_170/local_log.log,3,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,1,1,0,24,52,2,6,1,201,4,0,0,1,2,0,0,0,16,0,0,189,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_196/local_log.log,3,4264,4,16,0,0,1876,1,1,40,18,7,7,7,0,0,1,1,8,36,2,6,1,244,4,6,0,1,2,0,0,0,16,0,0,863,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
