Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,csr_WCK_ON,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,MinorMode_iCalibrationMode,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,3,3952,4,8,1,0,1012,1,1,40,18,7,7,7,0,0,0,1,8,36,2,6,1,7,4,6,0,2,2,0,0,0,16,0,0,939,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,3,2042,4,8,1,0,1958,1,1,22,10,3,3,3,0,0,0,1,4,24,2,6,1,59,4,6,1,2,2,0,0,0,16,0,0,766,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,3,3786,4,8,1,0,1056,1,1,40,18,7,7,7,0,0,0,0,8,36,2,6,1,84,4,4,1,2,2,0,0,0,16,0,0,355,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/phystate_tests/phystate/cfg_ch_2_1to2_phystate_cdn_vip/run_2/local_log.log,3,4200,4,8,1,0,952,1,1,40,34,7,7,7,1,1,0,1,24,52,2,6,1,186,4,0,1,2,2,0,0,0,16,0,0,154,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/pll_calib_tests/pll_calib/cfg_ch_1_pll_calib_cdn_vip/run_8/local_log.log,3,1560,4,8,1,0,2562,1,1,16,12,2,2,2,1,1,0,0,6,25,2,6,1,49,4,0,2,4,2,0,99,1,16,0,0,247,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/pll_calib_tests/pll_calib/cfg_ch_1_pll_calib_cdn_vip/run_8/local_log.log,3,2048,4,8,1,0,1952,1,1,24,10,3,3,3,0,1,1,1,4,24,2,6,1,208,4,4,1,4,2,0,99,1,16,0,0,764,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/fw_tests/fw/cfg_ch1_system_FW/run_11/local_log.log,3,3546,4,8,1,0,1128,1,1,36,16,6,6,6,0,1,0,1,6,33,2,6,1,90,6,0,2,4,2,0,0,0,16,0,0,626,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/fw_tests/fw/cfg_ch1_system_FW/run_11/local_log.log,3,710,4,8,0,0,11236,1,1,10,6,1,1,1,0,1,0,0,0,18,2,6,1,131,0,4,2,4,2,0,0,0,16,0,0,200,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP4_DFI_DRIVER_rqm15_x16/run_14/local_log.log,3,4254,4,16,1,1,940,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,127,6,4,2,1,2,0,0,0,16,0,0,851,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dfi_driver_tests/demo_tb/LP4_DFI_DRIVER_rqm15_x16/run_14/local_log.log,3,4254,4,16,1,1,940,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,251,6,6,0,1,2,0,0,0,16,0,0,917,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/impedance_calib_tests/imp_calib/cfg_ch_2_imp_calib_cdn_vip/run_9/local_log.log,3,1440,4,8,1,0,2774,1,1,16,8,2,2,2,0,1,0,1,0,21,2,6,1,240,0,6,0,4,2,0,0,0,16,0,0,1000,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/impedance_calib_tests/imp_calib/cfg_ch_2_imp_calib_cdn_vip/run_9/local_log.log,3,1546,4,8,1,0,2584,1,1,18,12,2,2,2,1,0,1,1,6,25,2,6,1,216,4,0,1,4,2,0,0,0,16,0,0,251,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/impedance_calib_tests/imp_calib/cfg_ch_2_imp_calib_cdn_vip/run_9/local_log.log,3,1334,4,8,0,0,5992,1,1,16,12,2,2,2,1,1,0,0,6,25,2,6,1,119,4,4,0,4,2,0,0,0,16,0,0,652,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/impedance_calib_tests/imp_calib/cfg_ch_2_imp_calib_cdn_vip/run_9/local_log.log,3,1608,4,8,0,0,4972,1,1,24,10,3,3,3,0,0,1,1,4,24,2,6,1,145,6,4,0,4,2,0,0,0,16,0,0,984,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dll_calib_tests/dll_calib/cfg_ch_1_dll_calib_drift_cdn_vip/run_7/local_log.log,3,1950,4,8,1,0,2050,1,1,24,10,3,3,3,0,0,1,1,4,24,2,6,1,201,4,4,0,1,2,0,0,0,16,99,1,27800,15,15,3,0,8,0,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/dll_calib_tests/dll_calib/cfg_ch_1_dll_calib_drift_cdn_vip/run_7/local_log.log,3,1416,4,8,0,0,5644,1,1,18,8,2,2,2,0,0,1,1,0,21,2,6,1,119,0,6,1,1,2,0,0,0,16,99,1,10852,15,15,3,0,8,0,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_cdn_default_swizzle_iCSTraining/run_13/local_log.log,3,4264,4,16,0,0,1876,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,69,4,4,1,1,2,0,0,0,16,0,0,997,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/demo_tb_tests/demo_tb/demo_cdn_default_swizzle_iCSTraining/run_13/local_log.log,3,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,162,4,6,1,1,2,0,0,0,16,0,0,335,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_x16_2fsp/system2/run_112/local_log.log,3,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,1,1,1,8,36,2,6,1,249,4,4,1,4,2,0,0,0,16,0,0,241,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_x16_2fsp/system2/run_112/local_log.log,3,1000,4,16,1,0,4000,1,1,10,8,1,1,1,1,1,0,1,0,20,2,6,1,199,0,6,1,4,2,0,0,0,16,0,0,600,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_retrain/Retrain_FT_Stress/run_5/local_log.log,3,1984,4,16,1,0,2016,1,1,20,18,3,3,3,1,0,0,1,12,32,2,6,1,134,4,4,0,4,2,0,0,0,16,0,0,679,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_retrain/Retrain_FT_Stress/run_5/local_log.log,3,2234,4,16,1,0,1790,1,1,28,12,4,4,4,0,0,1,0,4,27,2,6,1,144,6,6,0,4,2,0,0,0,16,0,0,111,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4X_x8_2fsp/system2/run_78/local_log.log,3,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,0,0,0,24,52,2,6,1,181,6,0,2,4,2,0,0,0,16,0,0,823,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4X_x8_2fsp/system2/run_78/local_log.log,3,1000,4,8,1,0,4000,1,1,10,6,1,1,1,0,1,0,0,0,18,2,6,1,218,0,0,0,4,2,0,0,0,16,0,0,166,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_1to4_x8_1fsp_retrain_phy_drift/Retrain_FT_UI_limit/run_131/local_log.log,3,2010,4,8,0,0,3980,1,1,24,18,3,3,3,1,0,1,0,12,32,2,6,1,119,4,0,1,4,2,0,0,0,16,0,0,515,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_1to4_x8_1fsp_retrain_phy_drift/Retrain_FT_UI_limit/run_131/local_log.log,3,3648,4,8,0,0,2192,1,1,36,16,6,6,6,0,0,0,1,6,33,2,6,1,73,4,6,2,4,2,0,0,0,16,0,0,288,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_1to2_x16_2fsp/system2/run_93/local_log.log,3,4264,4,16,1,0,938,1,1,36,18,7,7,7,0,1,0,1,8,36,2,6,1,227,4,0,0,2,2,0,0,0,16,0,0,655,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_1to2_x16_2fsp/system2/run_93/local_log.log,3,1000,4,16,1,0,4000,1,1,10,8,1,1,1,1,1,0,0,0,20,2,6,1,110,0,6,0,2,2,0,0,0,16,0,0,145,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_retrain_phy_drift/Retrain_FT_UI_limit/run_18/local_log.log,3,4040,4,16,1,0,990,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,165,6,6,0,4,2,0,0,0,16,0,0,450,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4X_1to2_x16_1fsp_retrain_phy_drift/Retrain_FT_UI_limit/run_18/local_log.log,3,1626,4,16,1,0,2458,1,1,20,18,3,3,3,1,0,0,0,12,32,2,6,1,153,6,0,2,4,2,0,0,0,16,0,0,602,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_1to2_x8_1fsp_retrain_phy_drift/Retrain_FT_UI_limit/run_120/local_log.log,3,1032,4,8,1,0,3870,1,1,12,6,1,1,1,0,0,1,0,0,18,2,6,1,158,0,0,2,2,2,0,0,0,16,0,0,986,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4_1to2_x8_1fsp_retrain_phy_drift/Retrain_FT_UI_limit/run_120/local_log.log,3,3072,4,8,1,0,1302,1,1,32,14,5,5,5,0,0,0,0,6,30,2,6,1,160,6,6,0,2,2,0,0,0,16,0,0,705,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW38_LP4_CFG3_MIDWEEK1_REGR__20220922_015833__andrei__CONFIG@r8750_VERIF@r8815_PHYTOP@r7184_SOFTIP@r7641_HARDIP@r7415_CSRINIT@r7282_FW@r7146/chain_0/retrain_tests/LP4X_1to2_x8_1fsp_retrain/Retrain_FT_Stress/run_48/local_log.log,3,2796,4,8,1,0,1430,1,1,32,26,5,5,5,1,0,0,1,18,42,2,6,1,192,4,4,0,1,2,0,0,0,16,0,0,661,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
