Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iSARLogicMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/demo_tb_tests/demo_tb/demo_lp5_3192Mbps/run_114/local_log.log,8,3200,5,16,0,0,2494,4,1,11,9,6,6,6,1,0,1,1,0,5,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,162,37,6,0,1,4,2,0,0,0,16,0,0,815,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/demo_tb_tests/demo_tb/demo_lp5_WDBI_OFF_RDBI_OFF_DMD_ON/run_174/local_log.log,8,3184,5,16,0,0,2508,4,1,9,5,5,5,5,0,0,0,1,0,2,3,1,2,2,5,7,5,0,2,1,1,1,0,0,0,0,0,0,164,164,4,4,1,2,2,0,0,0,16,0,0,827,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/demo_tb_tests/demo_tb/demo_lp5_WDBI_OFF_RDBI_OFF_DMD_ON/run_174/local_log.log,8,3184,5,16,0,0,2508,4,1,9,8,5,5,5,1,0,0,1,0,5,3,1,2,2,5,7,5,0,2,1,1,1,0,0,0,0,0,0,61,64,4,6,1,2,2,0,0,0,16,0,0,815,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/demo_tb_tests/demo_tb/demo_lp5_default/run_11/local_log.log,8,3200,5,16,0,0,2494,4,1,11,6,6,6,6,0,0,1,0,0,2,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,69,252,0,6,1,4,2,0,0,0,16,0,0,826,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/demo_tb_tests/demo_tb/demo_lp5_default/run_11/local_log.log,8,3200,5,16,0,0,2494,4,1,11,9,6,6,6,1,0,1,1,0,5,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,162,37,6,0,1,4,2,0,0,0,16,0,0,815,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/demo_tb_tests/demo_tb/demo_lp5_1072Mbps/run_148/local_log.log,8,1048,5,16,0,0,7576,4,1,4,2,1,1,1,0,1,1,0,0,0,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,167,125,4,6,2,1,2,0,0,0,16,0,0,494,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/demo_tb_tests/demo_tb/demo_lp5_1072Mbps/run_148/local_log.log,8,1048,5,16,0,0,7576,4,1,4,3,1,1,1,1,1,1,1,0,1,0,0,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,7,54,4,6,2,1,2,0,0,0,16,0,0,817,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1040/local_log.log,8,6400,5,16,0,0,1250,2,1,20,10,5,5,5,0,1,1,0,0,3,7,2,4,4,10,15,5,0,2,1,1,1,0,0,1,0,0,0,93,191,0,6,0,2,2,0,0,0,16,6,0,667,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1040/local_log.log,8,2136,5,16,0,0,3732,4,1,8,7,4,4,4,1,0,0,1,0,4,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,81,116,0,6,0,2,2,0,0,0,16,0,0,882,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_978/local_log.log,8,6400,5,16,0,0,1250,2,1,18,16,5,5,5,1,1,0,1,0,9,5,2,4,4,10,13,5,0,2,1,1,1,0,0,1,0,0,0,129,201,4,0,1,4,2,0,0,0,16,6,0,229,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_978/local_log.log,8,2136,5,16,0,0,3732,2,1,10,8,2,2,2,1,1,0,1,0,3,1,1,2,4,8,8,5,0,2,1,1,1,0,0,1,0,0,0,112,247,4,0,0,4,2,0,0,0,16,0,0,464,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_402/local_log.log,8,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,0,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,65,166,0,0,2,1,2,0,0,0,16,6,0,795,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_402/local_log.log,8,2136,5,16,0,0,3732,2,1,10,8,2,2,2,1,1,0,0,0,3,1,1,2,4,8,8,5,0,2,1,1,1,0,0,1,0,0,0,245,223,0,6,0,1,2,0,0,0,16,0,0,290,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1164/local_log.log,8,2136,5,16,0,0,3732,2,1,10,6,2,2,2,0,0,0,0,0,1,1,1,2,4,8,8,5,0,2,1,1,1,0,0,1,0,0,0,204,188,6,0,2,1,2,0,0,0,16,6,0,496,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1164/local_log.log,8,6400,5,16,0,0,1250,4,1,17,9,11,11,11,0,0,0,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,237,237,0,4,0,1,2,0,0,0,16,0,0,301,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_907/local_log.log,8,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,0,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,158,193,6,0,0,1,2,0,0,0,16,6,0,492,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_907/local_log.log,8,2136,5,16,0,0,3732,4,1,8,4,4,4,4,0,1,0,0,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,179,209,0,6,0,1,2,0,0,0,16,0,0,174,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1179/local_log.log,8,2136,5,16,0,0,3732,4,1,8,7,4,4,4,1,0,1,1,0,4,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,131,101,6,6,2,1,2,0,0,0,16,6,0,461,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1179/local_log.log,8,6400,5,16,0,0,1250,2,1,20,16,5,5,5,1,0,1,1,0,9,7,2,4,4,10,15,5,0,2,1,1,1,0,0,1,0,0,0,128,207,0,4,2,1,2,0,0,0,16,0,0,396,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_540/local_log.log,8,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,0,1,0,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,146,122,4,6,2,4,2,0,0,0,16,6,0,429,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_540/local_log.log,8,2136,5,16,0,0,3732,4,1,8,4,4,4,4,0,0,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,98,102,6,4,1,4,2,0,0,0,16,0,0,910,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_55/local_log.log,8,6400,5,16,0,0,1250,2,1,20,10,5,5,5,0,0,1,1,0,3,7,2,4,4,10,15,5,0,2,1,1,1,0,0,1,0,0,0,171,167,0,6,0,4,2,0,0,0,16,6,0,874,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_55/local_log.log,8,2136,5,16,0,0,3732,2,1,10,6,2,2,2,0,0,0,0,0,1,1,1,2,4,8,8,5,0,2,1,1,1,0,0,1,0,0,0,68,140,0,4,2,4,2,0,0,0,16,0,0,797,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1090/local_log.log,8,6400,5,16,0,0,1250,4,1,17,9,11,11,11,0,1,0,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,125,129,0,6,2,1,2,0,0,0,16,6,0,833,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1090/local_log.log,8,2136,5,16,0,0,3732,2,1,10,8,2,2,2,1,1,0,1,0,3,1,1,2,4,8,8,5,0,2,1,1,1,0,0,1,0,0,0,30,236,0,6,1,1,2,0,0,0,16,0,0,708,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1148/local_log.log,8,2136,5,16,0,0,3732,2,1,10,8,2,2,2,1,1,1,1,0,3,1,1,2,4,8,8,5,0,2,1,1,1,0,0,1,0,0,0,204,122,4,4,1,4,2,0,0,0,16,6,0,258,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1148/local_log.log,8,6400,5,16,0,0,1250,2,1,20,16,5,5,5,1,0,1,1,0,9,7,2,4,4,10,15,5,0,2,1,1,1,0,0,1,0,0,0,71,168,0,6,1,4,2,0,0,0,16,0,0,454,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_241/local_log.log,8,6400,5,16,0,0,1250,2,1,20,10,5,5,5,0,1,1,0,0,3,7,2,4,4,10,15,5,0,2,1,1,1,0,0,1,0,0,0,180,253,0,6,0,4,2,0,0,0,16,6,0,401,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_241/local_log.log,8,2136,5,16,0,0,3732,4,1,8,7,4,4,4,1,0,1,0,0,4,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,66,239,4,6,0,4,2,0,0,0,16,0,0,195,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1120/local_log.log,8,6400,5,16,0,0,1250,4,1,17,9,11,11,11,0,0,0,0,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,171,228,0,4,1,2,2,0,0,0,16,6,0,954,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_1120/local_log.log,8,2136,5,16,0,0,3732,4,1,8,7,4,4,4,1,0,1,1,0,4,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,74,240,6,6,2,2,2,0,0,0,16,0,0,860,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_834/local_log.log,8,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,245,251,4,6,2,1,2,0,0,0,16,6,0,948,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
/server/regressdb/tss_lp54_SILVER_DROP_LP5_CFG8_FULL_REGR__20221011_101323__andrei__CONFIG@r8891_VERIF@r8906_PHYTOP@r7227_SOFTIP@r7720_HARDIP@r7487_CSRINIT@r7323_FW@r7185/chain_0/retrain_tests/LP5_x16_2fsp/system2/run_834/local_log.log,8,2136,5,16,0,0,3732,2,1,10,8,2,2,2,1,0,1,0,0,3,1,1,2,4,8,8,5,0,2,1,1,1,0,0,1,0,0,0,203,175,0,0,2,1,2,0,0,0,16,0,0,634,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,
