Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iPhyMstr_Type3_Disable,MinorMode_iPhyMstr_Type2_Disable,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,csr_WCK_ON,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_1136/local_log.log,8,3590,4,16,0,0,2228,1,1,36,30,6,6,6,1,0,1,1,20,47,2,6,1,187,4,6,2,1,2,0,0,0,16,0,0,183,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_697/local_log.log,8,3928,4,16,0,0,2036,1,1,40,18,7,7,7,0,1,1,1,8,36,2,6,1,33,4,4,2,1,2,0,0,0,16,6,0,204,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_697/local_log.log,8,4254,4,16,0,0,1880,1,1,36,34,7,7,7,1,0,0,0,24,52,2,6,1,65,6,4,2,1,2,0,0,0,16,0,0,450,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_697/local_log.log,8,3772,4,16,0,0,2120,1,1,36,18,7,7,7,0,1,0,1,8,36,2,6,1,22,6,6,2,1,2,0,0,0,16,0,0,431,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_697/local_log.log,8,3912,4,16,0,0,2044,1,1,40,34,7,7,7,1,0,1,0,24,52,2,6,1,94,4,4,0,1,2,0,0,0,16,0,0,280,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_193/local_log.log,8,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,0,24,52,2,6,1,110,4,0,0,1,2,0,0,0,16,6,0,984,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_193/local_log.log,8,4264,4,16,0,0,1876,1,1,36,34,7,7,7,1,0,0,0,24,52,2,6,1,138,6,4,1,1,2,0,0,0,16,0,0,381,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_193/local_log.log,8,4264,4,16,0,0,1876,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,162,6,0,0,1,2,0,0,0,16,0,0,855,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_ch2_X16_1to4/FreqRanges/run_193/local_log.log,8,4264,4,16,0,0,1876,1,1,36,34,7,7,7,1,1,0,0,24,52,2,6,1,12,6,6,1,1,2,0,0,0,16,0,0,318,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_172/local_log.log,8,4264,4,8,0,0,1876,1,1,40,18,7,7,7,0,1,0,1,8,36,2,6,1,242,4,4,1,2,2,0,0,0,16,6,0,819,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_172/local_log.log,8,4264,4,8,0,0,1876,1,1,40,34,7,7,7,1,0,0,1,24,52,2,6,1,147,4,4,0,2,2,0,0,0,16,0,0,538,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_679/local_log.log,8,3794,4,8,0,0,2108,1,1,40,18,7,7,7,0,1,0,1,8,36,2,6,1,164,6,4,0,4,2,0,0,0,16,6,0,239,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_679/local_log.log,8,4024,4,8,0,0,1988,1,1,40,34,7,7,7,1,0,0,0,24,52,2,6,1,25,6,6,0,4,2,0,0,0,16,0,0,233,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_1118/local_log.log,8,3338,4,8,0,0,2396,1,1,40,30,6,6,6,1,0,1,1,20,47,2,6,1,125,4,0,2,4,2,0,0,0,16,6,0,271,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X8_1to4_pipes_case5_all_pipes/FreqRanges_MultiRank/run_1118/local_log.log,8,3514,4,8,0,0,2276,1,1,36,16,6,6,6,0,1,0,0,6,33,2,6,1,211,6,4,1,4,2,0,0,0,16,0,0,935,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
