Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iPhyMstr_Type3_Disable,MinorMode_iPhyMstr_Type2_Disable,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,csr_WCK_ON,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to2/Stress/run_938/local_log.log,8,1212,4,16,1,0,3296,1,1,16,12,2,2,2,1,1,1,0,6,25,2,6,1,145,6,0,2,2,2,0,0,0,16,6,0,234,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to2/Stress/run_938/local_log.log,8,2018,4,16,1,0,1982,1,1,22,10,3,3,3,0,0,1,0,4,24,2,6,1,202,6,0,2,2,2,0,0,0,16,0,0,296,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/BLM/run_271/local_log.log,8,1982,4,16,1,0,2018,1,1,20,10,3,3,3,0,0,0,0,4,24,2,6,1,12,4,6,1,4,2,0,0,0,16,6,0,755,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/BLM/run_271/local_log.log,8,2140,4,16,1,0,1868,1,1,28,22,4,4,4,1,1,1,1,14,37,2,6,1,69,4,4,0,4,2,0,0,0,16,0,0,197,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/BLM/run_751/local_log.log,8,1332,4,16,1,0,3000,1,1,16,12,2,2,2,1,0,1,0,6,25,2,6,1,209,6,6,1,4,2,0,0,0,16,6,0,287,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/BLM/run_751/local_log.log,8,4040,4,16,1,0,990,1,1,40,18,7,7,7,0,0,1,1,8,36,2,6,1,12,4,0,0,4,2,0,0,0,16,0,0,353,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/BLM/run_1189/local_log.log,8,1380,4,16,1,0,2896,1,1,16,8,2,2,2,0,1,1,1,0,21,2,6,1,190,0,6,1,4,2,0,0,0,16,6,0,668,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/BLM/run_1189/local_log.log,8,3338,4,16,1,0,1198,1,1,36,30,6,6,6,1,0,1,1,20,47,2,6,1,107,4,0,1,4,2,0,0,0,16,0,0,947,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/FreqRanges_MultiRank/run_22/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,0,0,0,24,52,2,6,1,125,6,6,2,4,2,0,0,0,16,6,0,914,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/FreqRanges_MultiRank/run_22/local_log.log,8,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,0,0,0,24,52,2,6,1,174,6,0,2,4,2,0,0,0,16,0,0,790,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/FreqRanges_MultiRank/run_1017/local_log.log,8,3508,4,16,1,0,1140,1,1,32,16,6,6,6,0,0,0,1,6,33,2,6,1,18,6,4,2,4,2,0,0,0,16,6,0,948,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/FreqRanges_MultiRank/run_1017/local_log.log,8,3230,4,16,1,0,1238,1,1,32,16,6,6,6,0,0,0,0,6,33,2,6,1,104,6,0,1,4,2,0,0,0,16,0,0,265,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/FreqRanges_MultiRank/run_578/local_log.log,8,4080,4,16,1,0,980,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,184,4,6,1,2,2,0,0,0,16,6,0,806,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_tdqsck_limited/FreqRanges_MultiRank/run_578/local_log.log,8,4114,4,16,1,0,972,1,1,36,34,7,7,7,1,1,0,0,24,52,2,6,1,129,6,4,0,2,2,0,0,0,16,0,0,278,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/BLM/run_821/local_log.log,8,3976,4,16,0,0,2012,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,88,6,4,2,4,2,0,0,0,16,6,0,548,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/BLM/run_821/local_log.log,8,1236,4,16,0,0,6464,1,1,14,12,2,2,2,1,1,0,1,6,25,2,6,1,157,4,6,1,4,2,0,0,0,16,0,0,136,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/BLM/run_341/local_log.log,8,3616,4,16,0,0,2212,1,1,36,16,6,6,6,0,0,1,1,6,33,2,6,1,201,4,4,0,4,2,0,0,0,16,6,0,803,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/BLM/run_341/local_log.log,8,4236,4,16,0,0,1888,1,1,36,34,7,7,7,1,0,0,0,24,52,2,6,1,183,4,6,2,4,2,0,0,0,16,0,0,904,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/FreqRanges_MultiRank/run_199/local_log.log,8,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,49,6,6,2,2,2,0,0,0,16,6,0,730,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/FreqRanges_MultiRank/run_199/local_log.log,8,4264,4,16,0,0,1876,1,1,36,18,7,7,7,0,1,0,0,8,36,2,6,1,223,6,0,2,2,2,0,0,0,16,0,0,750,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/FreqRanges_MultiRank/run_702/local_log.log,8,4080,4,16,0,0,1960,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,116,6,4,1,4,2,0,0,0,16,6,0,992,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/FreqRanges_MultiRank/run_702/local_log.log,8,3874,4,16,0,0,2064,1,1,40,34,7,7,7,1,1,1,0,24,52,2,6,1,97,4,4,2,4,2,0,0,0,16,0,0,141,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/FreqRanges_MultiRank/run_1141/local_log.log,8,3236,4,16,0,0,2472,1,1,36,30,6,6,6,1,1,1,0,20,47,2,6,1,222,4,4,1,2,2,0,0,0,16,6,0,704,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4_X16_1to4_tdqsck_limited/FreqRanges_MultiRank/run_1141/local_log.log,8,3662,4,16,0,0,2184,1,1,32,30,6,6,6,1,1,0,0,20,47,2,6,1,72,6,4,0,2,2,0,0,0,16,0,0,181,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_frontdoor/FreqRanges_SingleRank/run_571/local_log.log,8,4140,4,16,1,0,966,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,241,4,0,0,1,2,0,0,0,16,6,0,876,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_frontdoor/FreqRanges_SingleRank/run_571/local_log.log,8,4040,4,16,1,0,990,1,1,36,34,7,7,7,1,0,0,1,24,52,2,6,1,121,4,0,0,1,2,0,0,0,16,0,0,222,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_frontdoor/FreqRanges_SingleRank/run_1010/local_log.log,8,3304,4,16,1,0,1210,1,1,32,16,6,6,6,0,1,0,0,6,33,2,6,1,163,6,0,1,1,2,0,0,0,16,6,0,381,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_frontdoor/FreqRanges_SingleRank/run_1010/local_log.log,8,3642,4,16,1,0,1098,1,1,36,16,6,6,6,0,0,1,1,6,33,2,6,1,124,6,4,2,1,2,0,0,0,16,0,0,460,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_frontdoor/FreqRanges_SingleRank/run_12/local_log.log,8,4264,4,16,1,0,938,1,1,40,34,7,7,7,1,1,1,0,24,52,2,6,1,126,4,0,0,1,2,0,0,0,16,6,0,107,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_frontdoor/FreqRanges_SingleRank/run_12/local_log.log,8,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,0,1,1,8,36,2,6,1,115,4,4,1,1,2,0,0,0,16,0,0,556,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_pipes_case2_PIPE_DS_EN/FreqRanges_MultiRank/run_586/local_log.log,8,3744,4,16,1,0,1068,1,1,40,18,7,7,7,0,1,1,0,8,36,2,6,1,32,4,6,2,4,2,0,0,0,16,6,0,193,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/server/regressdb/tss_lp54_WW39_LP4_CFG8_MIDWEEK2_REGR__20220930_020304__andrei__CONFIG@r8815_VERIF@r8852_PHYTOP@r7202_SOFTIP@r7674_HARDIP@r7439_CSRINIT@r7302_FW@r7164/chain_0/datapath_tests/LP4X_X16_1to2_pipes_case2_PIPE_DS_EN/FreqRanges_MultiRank/run_586/local_log.log,8,3984,4,16,1,0,1004,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,67,4,6,2,4,2,0,0,0,16,0,0,314,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
