,Path,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iSARLogicMode,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,csr_DVFSC,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug
38528,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_3572/local_log.log,3104,4,16,1,0,1288,1,1,32,26,5,5,5,1,1,1,0,18.0,42.0,2.0,6.0,1.0,157.0,6,4.0,2.0,1,1,0,0,0,16,6,0,142,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38529,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_3572/local_log.log,2966,4,16,1,0,1348,1,1,32,14,5,5,5,0,0,1,1,6.0,30.0,2.0,6.0,1.0,32.0,4,4.0,1.0,1,1,0,0,0,16,0,0,356,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38530,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_2300/local_log.log,936,4,16,1,0,4266,1,1,10,8,1,1,1,1,1,0,0,0.0,20.0,2.0,6.0,1.0,12.0,0,6.0,2.0,1,1,0,0,0,16,6,0,829,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38531,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_2300/local_log.log,662,4,16,1,0,6026,1,1,12,8,1,1,1,1,0,1,0,0.0,20.0,2.0,6.0,1.0,220.0,0,0.0,1.0,1,1,0,0,0,16,0,0,665,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38532,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_3942/local_log.log,1808,4,16,1,0,2210,1,1,20,10,3,3,3,0,1,0,0,4.0,24.0,2.0,6.0,1.0,171.0,4,0.0,0.0,1,1,0,0,0,16,6,0,412,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38533,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_3942/local_log.log,2116,4,16,1,0,1890,1,1,22,10,3,3,3,0,0,1,1,4.0,24.0,2.0,6.0,1.0,2.0,4,4.0,2.0,1,1,0,0,0,16,0,0,518,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38534,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_3763/local_log.log,2468,4,16,1,0,1620,1,1,24,12,4,4,4,0,0,0,1,4.0,27.0,2.0,6.0,1.0,77.0,6,4.0,1.0,1,1,0,0,0,16,6,0,409,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38535,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_3763/local_log.log,2346,4,16,1,0,1704,1,1,28,12,4,4,4,0,0,1,0,4.0,27.0,2.0,6.0,1.0,42.0,4,6.0,2.0,1,1,0,0,0,16,0,0,730,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38536,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_4105/local_log.log,1424,4,16,1,0,2806,1,1,14,12,2,2,2,1,0,0,1,6.0,25.0,2.0,6.0,1.0,161.0,6,6.0,0.0,1,1,0,0,0,16,6,0,957,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38537,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_4105/local_log.log,1160,4,16,1,0,3444,1,1,16,12,2,2,2,1,1,1,0,6.0,25.0,2.0,6.0,1.0,48.0,4,0.0,1.0,1,1,0,0,0,16,0,0,840,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38538,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_1503/local_log.log,2554,4,16,1,0,1566,1,1,24,22,4,4,4,1,0,0,1,14.0,37.0,2.0,6.0,1.0,163.0,4,6.0,0.0,1,1,0,0,0,16,6,0,183,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38539,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_1503/local_log.log,2474,4,16,1,0,1616,1,1,24,22,4,4,4,1,1,0,0,14.0,37.0,2.0,6.0,1.0,220.0,4,6.0,0.0,1,1,0,0,0,16,0,0,127,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38540,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_4252/local_log.log,700,4,16,1,0,5700,1,1,12,6,1,1,1,0,0,1,0,0.0,18.0,2.0,6.0,1.0,188.0,0,4.0,2.0,1,1,0,0,0,16,6,0,497,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38541,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_4252/local_log.log,916,4,16,1,0,4358,1,1,12,8,1,1,1,1,1,1,1,0.0,20.0,2.0,6.0,1.0,179.0,0,4.0,2.0,1,1,0,0,0,16,0,0,950,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38542,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_1790/local_log.log,1950,4,16,1,0,2050,1,1,22,18,3,3,3,1,1,1,0,12.0,32.0,2.0,6.0,1.0,229.0,4,6.0,1.0,1,1,0,0,0,16,6,0,126,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38543,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_2/FreqRanges_SingleRank/run_1790/local_log.log,2056,4,16,1,0,1944,1,1,22,18,3,3,3,1,1,1,1,12.0,32.0,2.0,6.0,1.0,76.0,6,6.0,2.0,1,1,0,0,0,16,0,0,666,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38544,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to2_stress_CBT2_TxDQ2_RxDq1/system/run_40/local_log.log,2324,4,16,1,0,1720,1,1,24,22,4,4,4,1,1,0,0,14.0,37.0,2.0,6.0,1.0,247.0,4,4.0,0.0,4,1,0,0,0,16,6,0,902,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38545,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to2_stress_CBT2_TxDQ2_RxDq1/system/run_40/local_log.log,2364,4,16,1,0,1692,1,1,24,22,4,4,4,1,1,0,1,14.0,37.0,2.0,6.0,1.0,47.0,4,4.0,0.0,4,1,0,0,0,16,0,0,636,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1.0,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38546,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_635/local_log.log,3240,4,16,0,0,2468,1,1,36,30,6,6,6,1,0,1,1,20.0,47.0,2.0,6.0,1.0,248.0,6,6.0,0.0,2,1,0,0,0,16,6,0,286,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38547,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_635/local_log.log,2886,4,16,0,0,2772,1,1,32,14,5,5,5,0,0,1,1,6.0,30.0,2.0,6.0,1.0,119.0,4,6.0,0.0,2,1,0,0,0,16,0,0,700,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38548,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_635/local_log.log,3240,4,16,0,0,2468,1,1,36,30,6,6,6,1,0,1,1,20.0,47.0,2.0,6.0,1.0,248.0,6,6.0,0.0,2,1,0,0,0,16,0,0,286,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38549,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_280/local_log.log,3400,4,16,0,0,2352,1,1,36,30,6,6,6,1,0,1,0,20.0,47.0,2.0,6.0,1.0,171.0,6,6.0,0.0,1,1,0,0,0,16,6,0,727,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38550,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_280/local_log.log,2594,4,16,0,0,3084,1,1,28,12,4,4,4,0,0,1,1,4.0,27.0,2.0,6.0,1.0,241.0,6,4.0,0.0,1,1,0,0,0,16,0,0,910,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38551,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_280/local_log.log,3400,4,16,0,0,2352,1,1,36,30,6,6,6,1,0,1,0,20.0,47.0,2.0,6.0,1.0,171.0,6,6.0,0.0,1,1,0,0,0,16,0,0,727,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38552,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_970/local_log.log,3514,4,16,0,0,2276,1,1,32,16,6,6,6,0,1,0,0,6.0,33.0,2.0,6.0,1.0,108.0,4,0.0,1.0,2,1,0,0,0,16,6,0,968,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
38553,/server/regressdb/tss_lp54_WW31_LP4_CFG8_FUL_REGR__20220805_100907__andrei__CONFIG@r8518_VERIF@r8701_PHYTOP@r7137_SOFTIP@r7557_HARDIP@r7339_CSRINIT@r7240_FW@r7107/chain_0/training_tests/ch1_X16_1to4_stress_CBT2_TxDQ2_RxDq2/retention/run_970/local_log.log,2188,4,16,0,0,3656,1,1,28,22,4,4,4,1,1,1,1,14.0,37.0,2.0,6.0,1.0,56.0,6,4.0,2.0,2,1,0,0,0,16,0,0,853,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1.0,3.0,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
