,Path,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iSARLogicMode,MinorMode_iProductionTestMode,MinorMode_iFWModeDebug,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iClkGatingMode,csr_RdqsPre,csr_WCKMode,tWCKENL_FS,tWCKPRE_Toggle_WR,csr_RpstMode,csr_RECC,csr_CKR,csr_BkOrg,csr_WCK_FM,tWCKENL_RD,csr_WECC,csr_CkMode,csr_WCK2DQIIntervalTimerRunTimeSetting,tWCKPST,tWCKPRE_Static,csr_RdqsPst,tWCKENL_WR,BumpReMapCA_6,tWCKPRE_Toggle_FS,csr_WCK2DQOIntervalTimerRunTimeSetting,tWCKPRE_Toggle_RD,csr_WckPst
2323,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_3619/local_log.log,4056,4,8,1,0,986,1,1,40,18,7,7,7,0,0,0,0,8.0,36.0,2.0,6.0,1.0,45.0,6,0.0,1.0,1,1,0,0,0,16,0,0,536,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2324,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_757/local_log.log,2528,4,8,1,0,1582,1,1,30,12,4,4,4,0,0,1,0,4.0,27.0,2.0,6.0,1.0,190.0,6,0.0,0.0,4,1,0,0,0,16,0,0,610,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_757/local_log.log,1982,4,8,1,0,2018,1,1,22,18,3,3,3,1,1,0,1,12.0,32.0,2.0,6.0,1.0,83.0,4,6.0,0.0,4,1,0,0,0,16,0,0,289,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_3963/local_log.log,4264,4,8,1,0,938,1,1,44,18,7,7,7,0,1,1,1,8.0,36.0,2.0,6.0,1.0,127.0,4,6.0,2.0,4,1,0,0,0,16,0,0,921,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_3963/local_log.log,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,1,0,1,24.0,52.0,2.0,6.0,1.0,231.0,4,4.0,2.0,4,1,0,0,0,16,0,0,451,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_388/local_log.log,4218,4,8,1,0,948,1,1,44,18,7,7,7,0,1,1,0,8.0,36.0,2.0,6.0,1.0,77.0,4,0.0,2.0,2,1,0,0,0,16,0,0,821,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_388/local_log.log,2522,4,8,1,0,1586,1,1,26,22,4,4,4,1,0,0,1,14.0,37.0,2.0,6.0,1.0,243.0,6,4.0,2.0,2,1,0,0,0,16,0,0,753,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2330,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_3230/local_log.log,2478,4,8,1,0,1614,1,1,26,12,4,4,4,0,0,0,1,4.0,27.0,2.0,6.0,1.0,78.0,4,6.0,1.0,4,1,0,0,0,16,0,0,151,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_3230/local_log.log,1056,4,8,1,0,3782,1,1,12,8,1,1,1,1,1,1,0,0.0,20.0,2.0,6.0,1.0,78.0,0,6.0,2.0,4,1,0,0,0,16,0,0,204,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4113/local_log.log,3816,4,8,1,0,1048,1,1,40,34,7,7,7,1,0,0,0,24.0,52.0,2.0,6.0,1.0,22.0,4,6.0,1.0,2,1,0,0,0,16,0,0,860,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4113/local_log.log,782,4,8,1,0,5104,1,1,12,6,1,1,1,0,0,1,1,0.0,18.0,2.0,6.0,1.0,75.0,0,6.0,2.0,2,1,0,0,0,16,0,0,289,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_5244/local_log.log,2652,4,8,1,0,1508,1,1,30,22,4,4,4,1,0,1,0,14.0,37.0,0.0,6.0,1.0,23.0,6,6.0,1.0,2,1,0,0,0,16,0,0,157,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_5244/local_log.log,2586,4,8,1,0,1546,1,1,30,22,4,4,4,1,0,1,0,14.0,37.0,0.0,6.0,1.0,226.0,6,0.0,0.0,2,1,0,0,0,16,0,0,734,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4950/local_log.log,1436,4,8,1,0,2782,1,1,16,12,2,2,2,1,1,0,0,6.0,25.0,2.0,6.0,1.0,157.0,4,0.0,0.0,4,1,0,0,0,16,0,0,734,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4950/local_log.log,3154,4,8,1,0,1268,1,1,36,14,5,5,5,0,1,1,1,6.0,30.0,2.0,6.0,1.0,37.0,6,0.0,1.0,4,1,0,0,0,16,0,0,689,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4767/local_log.log,2486,4,8,1,0,1608,1,1,30,12,4,4,4,0,0,1,1,4.0,27.0,2.0,6.0,1.0,8.0,4,6.0,2.0,4,1,0,0,0,16,0,0,794,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4767/local_log.log,3210,4,8,1,0,1246,1,1,36,16,6,6,6,0,1,0,0,6.0,33.0,2.0,6.0,1.0,31.0,6,6.0,0.0,4,1,0,0,0,16,0,0,781,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_1917/local_log.log,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,0,0,1,8.0,36.0,2.0,6.0,1.0,67.0,6,6.0,1.0,4,1,0,0,0,16,0,0,502,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_1917/local_log.log,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,1,0,0,24.0,52.0,2.0,6.0,1.0,126.0,4,4.0,1.0,4,1,0,0,0,16,0,0,164,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4861/local_log.log,3502,4,8,1,0,1142,1,1,36,30,6,6,6,1,1,0,1,20.0,47.0,2.0,6.0,1.0,160.0,4,4.0,0.0,4,1,0,0,0,16,0,0,579,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4861/local_log.log,1086,4,8,1,0,3678,1,1,16,12,2,2,2,1,1,0,0,6.0,25.0,2.0,6.0,1.0,128.0,6,0.0,2.0,4,1,0,0,0,16,0,0,549,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_2447/local_log.log,2508,4,8,1,0,1594,1,1,26,22,4,4,4,1,0,0,1,14.0,37.0,0.0,6.0,1.0,5.0,4,6.0,1.0,4,1,0,0,0,16,0,0,816,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_2447/local_log.log,2088,4,8,1,0,1914,1,1,22,18,3,3,3,1,1,0,1,12.0,32.0,0.0,6.0,1.0,29.0,6,0.0,0.0,4,1,0,0,0,16,0,0,219,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_5220/local_log.log,3448,4,8,1,0,1160,1,1,40,16,6,6,6,0,1,1,1,6.0,33.0,1.0,6.0,1.0,236.0,4,6.0,2.0,1,1,0,0,0,16,0,0,519,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_5220/local_log.log,1986,4,8,1,0,2014,1,1,24,10,3,3,3,0,1,1,0,4.0,24.0,1.0,6.0,1.0,29.0,4,0.0,0.0,1,1,0,0,0,16,0,0,861,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4656/local_log.log,2346,4,8,1,0,1704,1,1,30,22,4,4,4,1,0,1,0,14.0,37.0,2.0,6.0,1.0,31.0,6,4.0,0.0,1,1,0,0,0,16,0,0,196,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,/server/regressdb/tss_lp54_WW26_LP4_CFG_3_FULL_REGR_SGE__20220701_111528__andrei__CONFIG@r8303_VERIF@r8542_PHYTOP@r7108_SOFTIP@r7493_HARDIP@r7303_CSRINIT@r7209_FW@r7080/chain_0/datapath_tests/ch1_X8_1to2/Stress/run_4656/local_log.log,2438,4,8,1,0,1640,1,1,30,22,4,4,4,1,0,1,1,14.0,37.0,2.0,6.0,1.0,27.0,6,6.0,1.0,1,1,0,0,0,16,0,0,672,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
