Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,tWDQS_on,tWDQS_off,csr_BL,csr_PDDS,csr_RPST,csr_DQSIntervalTimerRunTime,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iClkGatingMode
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/DMI_DBI/run_352/local_log.log,3,2840,4,16,0,0,2816,1,1,28,26,5,5,5,1,0,0,1,18,42,2,6,1,6,6,6,2,1,1,0,0,0,16,0,0,451,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/BLM_CS/run_438/local_log.log,3,1138,4,16,1,0,3510,1,1,16,8,2,2,2,0,1,1,1,0,21,2,6,1,42,0,6,1,1,1,0,0,0,16,0,0,639,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/BLM_CS/run_438/local_log.log,3,3466,4,16,1,0,1154,1,1,36,16,6,6,6,0,0,1,1,6,33,2,6,1,141,4,4,0,1,1,0,0,0,16,0,0,593,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,1,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_220/local_log.log,3,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,0,24,52,2,6,1,155,6,4,1,1,1,0,0,0,16,0,0,482,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iCSTEn/FreqRanges_SingleRank/run_220/local_log.log,3,4264,4,16,0,0,1876,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,205,6,6,1,1,1,0,0,0,16,0,0,883,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,1,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_1/FreqRanges_MultiRank/run_358/local_log.log,3,4264,4,16,1,0,938,1,1,40,34,7,7,7,1,0,1,1,24,52,2,6,1,166,6,4,1,4,1,0,0,0,16,0,0,525,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,1
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_1/FreqRanges_MultiRank/run_358/local_log.log,3,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,1,1,0,8,36,2,6,1,168,6,0,1,4,1,0,0,0,16,0,0,581,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,1
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_1/DMI_DBI/run_443/local_log.log,3,3520,4,16,1,0,1136,1,1,32,16,6,6,6,0,0,0,1,6,33,2,6,1,127,4,6,1,4,1,0,0,0,16,0,0,220,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,1
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_1/DMI_DBI/run_443/local_log.log,3,1652,4,16,1,0,2420,1,1,20,18,3,3,3,1,0,0,1,12,32,2,6,1,96,6,4,0,4,1,0,0,0,16,0,0,629,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,1
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_1/FreqRanges_SingleRank/run_230/local_log.log,3,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,0,1,0,8,36,2,6,1,125,6,0,2,1,1,0,0,0,16,0,0,487,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,1
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to4_MinorMode_iClkGatingMode_1/FreqRanges_SingleRank/run_230/local_log.log,3,4264,4,16,1,0,938,1,1,36,18,7,7,7,0,0,0,1,8,36,2,6,1,193,4,4,2,1,1,0,0,0,16,0,0,951,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,1
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_MultiRank/run_287/local_log.log,3,4264,4,16,1,0,938,1,1,40,18,7,7,7,0,0,1,1,8,36,2,6,1,115,6,6,0,4,1,0,0,0,16,0,0,421,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_MultiRank/run_287/local_log.log,3,4264,4,16,1,0,938,1,1,36,34,7,7,7,1,1,0,1,24,52,2,6,1,239,4,4,2,4,1,0,0,0,16,0,0,377,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxDQVrefTrain_2/DMI_DBI/run_391/local_log.log,3,2638,4,16,1,0,1516,1,1,24,12,4,4,4,0,0,0,1,4,27,2,6,1,180,6,6,1,4,1,0,0,0,16,0,0,193,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxDQVrefTrain_2/DMI_DBI/run_391/local_log.log,3,3384,4,16,1,0,1182,1,1,32,16,6,6,6,0,0,0,1,6,33,2,6,1,195,4,4,0,4,1,0,0,0,16,0,0,333,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_40/local_log.log,3,4264,4,16,1,0,938,1,1,36,18,7,7,7,0,0,0,0,8,36,2,6,1,233,4,0,1,1,1,0,0,0,16,0,0,981,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_40/local_log.log,3,4264,4,16,1,0,938,1,1,40,34,7,7,7,1,0,1,0,24,52,2,6,1,78,4,0,2,1,1,0,0,0,16,0,0,950,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxTCTrain/FreqRanges_MultiRank/run_337/local_log.log,3,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,0,0,1,24,52,2,6,1,235,4,6,1,2,1,0,0,0,16,0,0,705,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,1,0,0,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxTCTrain/FreqRanges_MultiRank/run_337/local_log.log,3,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,1,0,1,24,52,2,6,1,195,4,6,2,2,1,0,0,0,16,0,0,151,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,1,0,0,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxTCTrain/DMI_DBI/run_426/local_log.log,3,4064,4,8,1,0,984,1,1,40,18,7,7,7,0,0,0,1,8,36,2,6,1,159,4,4,0,1,1,0,0,0,16,0,0,509,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,1,2,0,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxTCTrain/DMI_DBI/run_426/local_log.log,3,664,4,8,1,0,6008,1,1,10,8,1,1,1,1,0,0,1,0,20,2,6,1,180,0,4,0,1,1,0,0,0,16,0,0,938,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,1,2,0,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxTCTrain/FreqRanges_SingleRank/run_175/local_log.log,3,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,1,0,1,8,36,2,6,1,15,4,4,1,1,1,0,0,0,16,0,0,415,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,1,0,0,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxTCTrain/FreqRanges_SingleRank/run_175/local_log.log,3,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,0,0,0,8,36,2,6,1,150,6,4,2,1,1,0,0,0,16,0,0,297,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,1,0,0,0,0,0,1,,,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_MultiRank/run_363/local_log.log,3,4264,4,8,0,0,1876,1,1,40,34,7,7,7,1,1,0,1,24,52,2,6,1,51,4,4,1,2,1,0,0,0,16,0,0,704,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_MultiRank/run_363/local_log.log,3,4264,4,8,0,0,1876,1,1,44,34,7,7,7,1,1,1,0,24,52,2,6,1,44,6,0,1,2,1,0,0,0,16,0,0,924,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_244/local_log.log,3,4264,4,8,0,0,1876,1,1,44,34,7,7,7,1,1,1,0,24,52,2,6,1,99,6,0,0,1,1,0,0,0,16,0,0,480,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to4_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_244/local_log.log,3,4264,4,8,0,0,1876,1,1,44,18,7,7,7,0,1,1,1,8,36,2,6,1,46,6,0,2,1,1,0,0,0,16,0,0,495,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_MultiRank/run_328/local_log.log,3,4264,4,8,1,0,938,1,1,44,18,7,7,7,0,0,1,0,8,36,2,6,1,224,4,6,1,2,1,0,0,0,16,0,0,418,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_MultiRank/run_328/local_log.log,3,4264,4,8,1,0,938,1,1,40,34,7,7,7,1,0,0,1,24,52,2,6,1,209,6,6,0,2,1,0,0,0,16,0,0,934,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxDQVrefTrain_2/DMI_DBI/run_420/local_log.log,3,2088,4,8,1,0,1914,1,1,22,10,3,3,3,0,0,0,1,4,24,2,6,1,98,6,0,2,1,1,0,0,0,16,0,0,377,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxDQVrefTrain_2/DMI_DBI/run_420/local_log.log,3,3344,4,8,1,0,1196,1,1,36,16,6,6,6,0,0,0,1,6,33,2,6,1,85,6,6,2,1,1,0,0,0,16,0,0,577,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_145/local_log.log,3,4264,4,8,1,0,938,1,1,40,18,7,7,7,0,1,0,0,8,36,2,6,1,70,6,6,2,1,1,0,0,0,16,0,0,319,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X8_1to2_MinorMode_iRxDQVrefTrain_2/FreqRanges_SingleRank/run_145/local_log.log,3,4264,4,8,1,0,938,1,1,44,34,7,7,7,1,1,1,0,24,52,2,6,1,184,6,4,0,1,1,0,0,0,16,0,0,287,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,2,,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_stress_CBT2_TxDQ2_RxDq2/retention/run_300/local_log.log,3,4064,4,16,1,0,984,1,1,36,34,7,7,7,1,1,0,0,24,52,2,6,1,132,4,0,0,4,1,0,0,0,16,0,0,260,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,2,2,2,
/server/regressdb/tss_lp54_WW32_LP4_CFG3_MIDWEEK1_REGR__20220810_093701__andrei__CONFIG@r8532_VERIF@r8706_PHYTOP@r7138_SOFTIP@r7561_HARDIP@r7341_CSRINIT@r7242_FW@r7109/chain_0/training_tests/ch1_X16_1to2_stress_CBT2_TxDQ2_RxDq2/retention/run_300/local_log.log,3,3412,4,16,1,0,1172,1,1,36,30,6,6,6,1,1,1,1,20,47,2,6,1,30,6,4,0,4,1,0,0,0,16,0,0,365,15,15,3,0,8,1,4,0,1,6,7,8,9,0,1,2,3,4,5,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,2,2,2,
