Path,Phy_Cfg,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iSARLogicMode,MinorMode_iClkGatingMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,MinorMode_iFWModeDebug
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_1144/local_log.log,3,5552,5,16,0,0,1440,4,1,17,9,10,10,10,0,1,1,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,113,103,0,6,1,1,1,0,0,0,16,0,0,196,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_1144/local_log.log,3,5424,5,16,0,0,1474,4,1,16,8,9,9,9,0,1,1,1,0,3,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,9,8,6,0,0,1,1,0,0,0,16,0,0,763,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_32/local_log.log,3,2944,5,16,0,0,2712,4,1,10,5,5,5,5,0,1,1,1,0,2,4,1,2,2,5,8,5,0,2,1,1,1,0,0,0,0,0,0,96,6,6,0,0,2,1,0,0,0,16,0,0,522,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_32/local_log.log,3,2064,5,16,0,0,3862,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,232,96,4,0,1,2,1,0,0,0,16,0,0,217,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_3513/local_log.log,3,1728,5,16,0,0,4610,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,192,30,4,4,0,1,1,0,0,0,16,0,0,533,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_3513/local_log.log,3,3440,5,16,0,0,2322,4,1,11,6,6,6,6,0,1,1,1,0,2,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,159,39,4,4,0,1,1,0,0,0,16,0,0,965,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_1917/local_log.log,3,1624,5,16,0,0,4902,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,86,45,4,4,2,1,1,0,0,0,16,0,0,771,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_1917/local_log.log,3,5504,5,16,0,0,1452,4,1,17,9,10,10,10,0,1,1,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,193,25,0,6,0,1,1,0,0,0,16,0,0,150,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_3402/local_log.log,3,3680,5,16,0,0,2170,4,1,11,6,6,6,6,0,1,1,1,0,2,4,1,3,2,5,8,5,0,0,1,1,1,0,1,0,0,0,0,168,177,4,4,2,2,1,0,0,0,16,0,0,138,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_3402/local_log.log,3,1384,5,16,0,0,5748,4,1,5,3,2,2,2,0,1,1,1,0,1,1,1,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,63,139,4,6,1,2,1,0,0,0,16,0,0,1000,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_2828/local_log.log,3,5296,5,16,0,0,1510,4,1,16,8,9,9,9,0,1,1,1,0,3,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,32,100,4,6,0,4,1,0,0,0,16,0,0,874,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_2828/local_log.log,3,4600,5,16,0,0,1738,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,62,30,0,0,2,4,1,0,0,0,16,0,0,251,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_3623/local_log.log,3,4568,5,16,0,0,1750,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,141,124,0,4,0,1,1,0,0,0,16,0,0,847,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5X_x16_2fsp/system2/run_3623/local_log.log,3,3136,5,16,0,0,2546,4,1,10,5,5,5,5,0,1,1,1,0,2,4,1,2,2,5,8,5,0,2,1,1,1,0,0,0,0,0,0,253,51,4,4,1,1,1,0,0,0,16,0,0,524,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,1,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_3008/local_log.log,3,1960,5,16,0,0,4066,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,27,215,4,0,2,2,1,0,0,0,16,0,0,152,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_3008/local_log.log,3,1312,5,16,0,0,6062,4,1,5,3,2,2,2,0,1,1,1,0,1,1,1,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,252,52,0,4,0,2,1,0,0,0,16,0,0,495,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_629/local_log.log,3,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,164,160,6,4,1,2,1,0,0,0,16,0,0,542,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_629/local_log.log,3,6400,5,16,0,0,1250,4,1,18,9,11,11,11,0,1,1,1,0,4,8,2,4,2,7,13,5,0,0,1,1,1,0,1,0,0,0,0,160,38,0,4,0,2,1,0,0,0,16,0,0,418,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_2894/local_log.log,3,4448,5,16,0,0,1796,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,10,171,6,0,0,2,1,0,0,0,16,0,0,496,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_2894/local_log.log,3,5344,5,16,0,0,1496,4,1,16,8,9,9,9,0,1,1,1,0,3,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,148,42,6,6,2,2,1,0,0,0,16,0,0,308,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_2537/local_log.log,3,5568,5,16,0,0,1436,4,1,17,9,10,10,10,0,1,1,1,0,4,7,2,4,2,7,12,5,0,0,1,1,1,0,1,0,0,0,0,145,123,6,4,0,1,1,0,0,0,16,0,0,262,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_2537/local_log.log,3,2344,5,16,0,0,3402,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,95,133,0,4,0,1,1,0,0,0,16,0,0,1000,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_1492/local_log.log,3,4848,5,16,0,0,1648,4,1,16,8,9,9,9,0,1,1,1,0,3,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,127,171,0,6,0,2,1,0,0,0,16,0,0,572,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_1492/local_log.log,3,5336,5,16,0,0,1498,4,1,16,8,9,9,9,0,1,1,1,0,3,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,36,142,0,4,0,2,1,0,0,0,16,0,0,199,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_1354/local_log.log,3,4264,5,16,0,0,1874,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,74,208,6,0,0,1,1,0,0,0,16,0,0,502,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_1354/local_log.log,3,4824,5,16,0,0,1656,4,1,16,8,9,9,9,0,1,1,1,0,3,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,156,236,6,0,0,1,1,0,0,0,16,0,0,384,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_1265/local_log.log,3,1896,5,16,0,0,4202,4,1,7,4,3,3,3,0,1,1,1,0,1,2,1,2,2,4,5,5,0,2,1,1,1,0,0,0,0,0,0,184,182,4,4,0,4,1,0,0,0,16,0,0,868,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_1265/local_log.log,3,2576,5,16,0,0,3096,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,196,147,0,4,0,4,1,0,0,0,16,0,0,886,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,2,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_2484/local_log.log,3,1512,5,16,0,0,5264,4,1,5,3,2,2,2,0,1,1,1,0,1,1,1,1,2,4,4,5,0,2,1,1,1,0,0,0,0,0,0,183,232,0,6,0,4,1,0,0,0,16,0,0,307,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_2484/local_log.log,3,2360,5,16,0,0,3380,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,239,127,6,0,1,4,1,0,0,0,16,0,0,249,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_451/local_log.log,3,2224,5,16,0,0,3586,4,1,8,4,4,4,4,0,1,1,1,0,1,2,1,2,2,5,6,5,0,2,1,1,1,0,0,0,0,0,0,207,85,0,0,1,1,1,0,0,0,16,0,0,959,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_451/local_log.log,3,5456,5,16,0,0,1466,4,1,16,8,9,9,9,0,1,1,1,0,3,7,2,4,2,6,11,5,0,0,1,1,1,0,1,0,0,0,0,226,245,0,0,0,1,1,0,0,0,16,0,0,247,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,1,0,0,0,0,2,,,,,,
/server/regressdb/tss_lp54_WW29_LP4_CFG3_FULL_REGR__20220722_105723__andrei__CONFIG@r8457_VERIF@r8648_PHYTOP@r7132_SOFTIP@r7542_HARDIP@r7328_CSRINIT@r7223_FW@r7094/chain_0/system_tests/LP5_1to4_x16_1fsp_micron/system1/run_2651/local_log.log,3,4680,5,16,0,0,1708,4,1,14,7,8,8,8,0,1,1,1,0,3,6,2,3,2,6,10,5,0,0,1,1,1,0,1,0,0,0,0,248,189,4,4,2,1,1,0,0,0,16,0,0,704,15,15,3,0,8,1,4,0,1,0,1,2,3,0,1,2,3,4,5,6,0,0,0,1,2,3,4,5,6,7,8,0,0,1,0,1,2,3,4,5,6,7,8,0,0,0,0,0,0,0,0,0,2,,,,,,
