,Path,Baud_Rate,MajorSystemMode,MajorMode,dfi2ckratio,SimMode_iDisableDebugPrint,dfiperiod,wck2ckratio,latencyMode,EffectiveRL,EffectiveWL,csr_WL,csr_nWR,csr_RL,csr_WLS,csr_DbiWr,csr_DbiRd,csr_DMD,csr_DVFSC,tWCKENL_WR,tWCKENL_RD,tWCKENL_FS,tWCKPRE_Static,tWCKPRE_Toggle_WR,tWCKPRE_Toggle_RD,tWCKPRE_Toggle_FS,tWCKPST,csr_CkMode,csr_BkOrg,csr_RdqsPst,csr_RdqsPre,csr_WckPst,csr_RpstMode,csr_WCK_FM,csr_CKR,csr_WCKMode,csr_RECC,csr_WECC,csr_WCK2DQIIntervalTimerRunTimeSetting,csr_WCK2DQOIntervalTimerRunTimeSetting,csr_DQODT,csr_CAODT,csr_CSODT,MinorMode_iActiveRanks,MinorMode_iRetrainMode,MinorMode_iWdqsDriveMode,MinorMode_iPLLCalMode,PLL_DisableHwCal,PLL_NumCalClkCycles,MinorMode_iDLLCalibrationMode,DLL_EnablePeriodicCal,DLL_Period,DLL_OverSampleRate,DLL_CodeChangeDelay,DLL_CommandWait,DLL_DcdlStart,DLL_DcdlStep,DLL_EnableUpdateLimit,DLL_UpdateLimit,MinorMode_iDFTProgram,MinorMode_iBumpReMap_En,BumpReMapCS_0,BumpReMapCS_1,BumpReMapCS_2,BumpReMapCS_3,BumpReMapCA_0,BumpReMapCA_1,BumpReMapCA_2,BumpReMapCA_3,BumpReMapCA_4,BumpReMapCA_5,BumpReMapCA_6,BumpReMapCK,BumpReMapDBYTE_0,BumpReMapDQ0_0,BumpReMapDQ0_1,BumpReMapDQ0_2,BumpReMapDQ0_3,BumpReMapDQ0_4,BumpReMapDQ0_5,BumpReMapDQ0_6,BumpReMapDQ0_7,BumpReMapDMI_0,BumpReMapDQS_0,BumpReMapWCK_0,BumpReMapDBYTE_1,BumpReMapDQ1_0,BumpReMapDQ1_1,BumpReMapDQ1_2,BumpReMapDQ1_3,BumpReMapDQ1_4,BumpReMapDQ1_5,BumpReMapDQ1_6,BumpReMapDQ1_7,BumpReMapDMI_1,BumpReMapDQS_1,BumpReMapWCK_1,MinorMode_iClkEnMode,MinorMode_iRxTCTrain,MinorMode_iRetrainGateMode,MinorMode_iCSTEn,MinorMode_iRxEnhancedTrainMode,MinorMode_iPhyMstr_DRAM_Mode,MinorMode_iRxReadGateScheme,MinorMode_iDMITrainMode,MinorMode_iClkGatingMode,MinorMode_iCalibrationMode,MinorMode_iTxDQVrefTrain,MinorMode_iRxDQVrefTrain,MinorMode_iCBTVrefTrain,tWDQS_off,csr_BL,csr_RPST,csr_DQSIntervalTimerRunTime,tWDQS_on,csr_PDDS
126,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_2703/local_log.log,2016,4,8,0,0,3968,1,1,24,18,3,3,3,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,6,0,0,2,2,0,0,0,16,6,0,951,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,32.0,2.0,1.0,221.0,12.0,6.0
127,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_2703/local_log.log,1850,4,8,0,0,4320,1,1,22,18,3,3,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6,0,2,2,2,0,0,0,16,0,0,779,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,32.0,2.0,1.0,193.0,12.0,6.0
128,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5641/local_log.log,1160,4,8,0,0,6888,1,1,16,12,2,2,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,0,0,0,16,6,0,635,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,25.0,2.0,1.0,96.0,6.0,6.0
129,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5641/local_log.log,1216,4,8,0,0,6572,1,1,16,12,2,2,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6,4,0,2,2,0,0,0,16,0,0,947,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,25.0,2.0,1.0,156.0,6.0,6.0
130,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4953/local_log.log,3656,4,8,0,0,2188,1,1,36,16,6,6,6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,6,6,0,2,2,0,0,0,16,6,0,358,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,33.0,2.0,1.0,137.0,6.0,6.0
131,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4953/local_log.log,3676,4,8,0,0,2176,1,1,40,16,6,6,6,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4,0,2,2,2,0,0,0,16,0,0,500,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,33.0,2.0,1.0,12.0,6.0,6.0
132,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5161/local_log.log,2280,4,8,0,0,3508,1,1,30,12,4,4,4,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,4,6,1,4,2,0,0,0,16,6,0,782,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,27.0,2.0,1.0,140.0,4.0,6.0
133,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5161/local_log.log,2442,4,8,0,0,3276,1,1,30,12,4,4,4,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,6,4,0,4,2,0,0,0,16,0,0,350,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,27.0,2.0,1.0,176.0,4.0,6.0
134,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4202/local_log.log,922,4,8,0,0,8660,1,1,12,6,1,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,0,6,1,1,2,0,0,0,16,6,0,586,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,18.0,2.0,1.0,79.0,0.0,6.0
135,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4202/local_log.log,1004,4,8,0,0,7956,1,1,12,6,1,1,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,0,0,2,1,2,0,0,0,16,0,0,343,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,18.0,2.0,1.0,211.0,0.0,6.0
136,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4838/local_log.log,3992,4,8,0,0,2004,1,1,44,18,7,7,7,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,4,4,2,4,2,0,0,0,16,6,0,446,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,36.0,2.0,1.0,222.0,8.0,6.0
137,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4838/local_log.log,3984,4,8,0,0,2008,1,1,44,18,7,7,7,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,4,0,2,4,2,0,0,0,16,0,0,363,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,36.0,2.0,1.0,82.0,8.0,6.0
138,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_419/local_log.log,4200,4,8,0,0,1904,1,1,44,18,7,7,7,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,6,4,2,2,2,0,0,0,16,6,0,392,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,36.0,2.0,1.0,254.0,8.0,6.0
139,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_419/local_log.log,3920,4,8,0,0,2040,1,1,44,18,7,7,7,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,6,0,1,2,2,0,0,0,16,0,0,537,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,36.0,2.0,1.0,27.0,8.0,6.0
140,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_2727/local_log.log,1480,4,8,0,0,5400,1,1,18,12,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,6,4,2,1,2,0,0,0,16,6,0,416,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,25.0,2.0,1.0,234.0,6.0,6.0
141,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_2727/local_log.log,1424,4,8,0,0,5612,1,1,18,12,2,2,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4,6,1,1,2,0,0,0,16,0,0,136,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,25.0,2.0,1.0,60.0,6.0,6.0
142,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4468/local_log.log,3628,4,8,0,0,2204,1,1,40,30,6,6,6,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,6,0,1,2,2,0,0,0,16,6,0,245,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,47.0,2.0,1.0,60.0,20.0,6.0
143,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4468/local_log.log,3214,4,8,0,0,2488,1,1,40,30,6,6,6,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4,0,1,2,2,0,0,0,16,0,0,616,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,47.0,2.0,1.0,188.0,20.0,6.0
144,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5569/local_log.log,3034,4,8,0,0,2636,1,1,32,26,5,5,5,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,6,0,2,4,2,0,0,0,16,6,0,882,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,42.0,2.0,1.0,36.0,18.0,6.0
145,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5569/local_log.log,2732,4,8,0,0,2928,1,1,32,26,5,5,5,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,4,6,2,4,2,0,0,0,16,0,0,739,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,2,0,0,0,0,1,3,1,,,,42.0,2.0,1.0,108.0,18.0,6.0
146,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5257/local_log.log,1688,4,8,0,0,4736,1,1,22,10,3,3,3,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,6,6,2,4,2,0,0,0,16,6,0,419,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,24.0,2.0,1.0,140.0,4.0,6.0
147,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_5257/local_log.log,1806,4,8,0,0,4428,1,1,24,10,3,3,3,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,4,6,0,4,2,0,0,0,16,0,0,851,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,24.0,2.0,1.0,124.0,4.0,6.0
148,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4516/local_log.log,2430,4,8,0,0,3292,1,1,30,22,4,4,4,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,6,4,0,1,2,0,0,0,16,6,0,377,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,37.0,2.0,1.0,216.0,14.0,6.0
149,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_4516/local_log.log,2408,4,8,0,0,3320,1,1,26,22,4,4,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,6,0,1,1,2,0,0,0,16,0,0,103,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,37.0,2.0,1.0,50.0,14.0,6.0
150,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_3510/local_log.log,3016,4,8,0,0,2652,1,1,36,14,5,5,5,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,4,6,0,1,2,0,0,0,16,6,0,450,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,30.0,2.0,1.0,39.0,6.0,6.0
151,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_3510/local_log.log,2788,4,8,0,0,2868,1,1,32,14,5,5,5,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,6,4,2,1,2,0,0,0,16,0,0,471,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,1,0,0,0,0,1,3,1,,,,30.0,2.0,1.0,168.0,6.0,6.0
152,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_1077/local_log.log,2720,4,8,0,0,2940,1,1,36,14,5,5,5,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4,4,2,2,2,0,0,0,16,6,0,498,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,30.0,2.0,1.0,95.0,6.0,6.0
153,/server/regressdb/tss_lp54_WW35_LP4_CFG8_FULL_REGR__20220903_030144__andrei__CONFIG@r8674_VERIF@r8758_PHYTOP@r7161_SOFTIP@r7598_HARDIP@r7385_CSRINIT@r7264_FW@r7125/chain_0/datapath_tests/LP4_X8_1to4/WL/run_1077/local_log.log,2970,4,8,0,0,2692,1,1,36,14,5,5,5,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,6,4,0,2,2,0,0,0,16,0,0,108,15,15,3,0,8,1,4,0,1,6.0,7.0,8.0,9.0,0.0,1.0,2.0,3.0,4.0,5.0,,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,0.0,0.0,0,0,0,0,0,0,0,1,3,1,,,,30.0,2.0,1.0,134.0,6.0,6.0
